entrée	James EN	James FR
Coffee	4	6
Cohob, Cohoph, Cohobium, Cohobatio	1	1
Cohol	1	1
Cohos	1	1
Cohyne	1	1
Colatorium	1	1
Colatura	1	1
Colcaquahuitl	1	1
Colchicum	1	1
Colcothar	1	1
Coleritium	1	1
Coles, Colis	1	1
Coletta veetla	1	1
Colias	1	1
Colica	7	10
Coliforme os	1	1
Colinil, H		1
Colinil, H. M.	1	
Coliphius	1	
Coliphius panis		1
Colla	1	1
Collatenna	1	1
Collatitium	1	1
Colletica	1	1
Colliciae	1	1
Collicula	1	1
Colligamen	1	1
Colliquamentum	1	1
Colliquatio	1	1
Collisio	1	1
Collix	1	1
Collodes	1	1
Collodium	1	1
Collum	1	1
Collutorium	1	
Collutorium oris		1
Collymus	1	
Collymus lapis, Collinus		1
Collyrion	1	1
Collyrium	1	2
Colobomata	1	1
Colocasia	1	1
Colochierni	1	1
Colocynthis	1	2
Coloeos	1	1
Colon	1	1
Colophonia	1	1
Colostrum	1	1
Colotes	1	1
Colotoides	1	1
Colpos	1	1
Colubrina	1	1
Colubrinum lignum	1	1
Colum	1	1
Columba	1	1
Columella	1	1
Columellares	1	
Columellares dentes		1
Columna nasi	1	1
Columna oris	1	1
Columnae cordis	1	1
Colus jovis	1	1
Colutea	1	1
Colymbades	1	1
Colymbaena	1	1
Coma	1	1
Coma aurea	1	1
Comae	1	1
Comagenum		1
Comarus	1	1
Combustio	1	1
Comedones	1	1
Cometica ars		1
Cometz	1	1
Comisdi	1	1
Comiste	1	1
Commagenum	1	
Commanducatio	1	1
Commansum	1	1
Commelina	1	1
Commi	1	1
Comminutio	1	1
Commissura	1	1
Commosis	1	1
Communicantes febres	1	1
Compassio	1	1
Compeper	1	1
Complexio	1	1
Complexus	1	1
Complexus musculus	1	1
Complicatio morbi	1	1
Composita medicamenta	1	1
Compositi morbi	1	1
Comprehensio	1	1
Compressae	1	1
Compunctio	1	1
Conarium	1	1
Concaussa	1	1
Concavatio	1	1
Concentrantia	1	1
Concentratio	1	1
Conceptio	1	1
Conceptus	1	1
Concha	1	2
Concharum antifebrile	1	1
Conchis	1	1
Conchites	1	1
Conchoides	1	1
Conchylia	1	1
Conchylia fossilia	1	1
Concidentia	1	1
Concoagulatio	1	1
Concoctio	1	1
Concretio	1	1
Concursus	1	1
Condensatio	1	1
Conder	1	1
Condimentum	1	1
Condire	1	1
Conditio	1	1
Conditum	1	1
Conditura	1	1
Condrilla	1	1
Conductio	1	1
Conductor	1	1
Condurdum	1	1
Condyloma	1	1
Condylus	1	1
Coneion	1	1
Conessi	1	1
Confecta	1	1
Confectio	1	2
Conferens	1	1
Confertus	1	1
Conferva	1	1
Confirmantia medicamenta	1	1
Confluentia	1	1
Confoederatio	1	1
Conformatio	1	1
Confortantia medicamenta	1	1
Confortativa	1	1
Confricatio	1	1
Confricatrices	1	1
Confusae febres	1	1
Confusaneus panis	1	1
Confusio	1	1
Congelati, Congelatici	1	1
Congelatio	1	1
Congelativa medicamenta	1	1
Conger, Congrus	1	1
Congestio	1	1
Congius	1	1
Conglaciatio	1	1
Conglobata glandula	1	1
Conglomerata glandula	1	1
Conglutinantia	1	
Congrus	1	1
Congultinantia		1
Conia	1	1
Coniferae arbores	1	1
Conile	1	1
Conis	1	1
Conisterium	1	1
Conjuncta causa	1	1
Conjuncta signa	1	1
Conjunctiva tunica	1	1
Conna	1	1
Conocarpodendron	1	1
Conoides corpus	1	1
Conops	1	1
Conquassatio	1	1
Consensus	1	1
Conserva	1	1
Conservatio	1	1
Conservativa medicina	1	1
Consiligo	1	1
Consilium	1	1
Consistentia	1	2
Consolida	1	1
Consolidantia, Consolidativa medicamenta	1	1
Conspersio	1	1
Constans	1	1
Constellatum unguentum	1	1
Constipatio	1	1
Constituens	1	1
Constitutio	1	1
Constrictio	1	
Constrictiva	1	1
Constrictores musculi	1	1
Constrigentia		1
Constringentia	1	
Constritio		1
Consuetudo	1	1
Consummatum	1	1
Consumptio	1	1
Contabescentia	1	1
Contagio, Contagium	1	1
Contemperantia	1	1
Contenta	1	1
Contentio, Contensio	1	1
Contentus	1	1
Continens febris	1	1
Continua febris	1	1
Contorsio	1	1
Contra-apertura	1	1
Contra-indicatio		1
Contractio	1	1
Contractura	1	1
Contrafissura	1	1
Contrahentia	1	1
Contraindicatio	1	
Contralunaris	1	1
Contrapertura		1
Contrayerva	1	2
Contritio	1	1
Contusa	9	11
Conus	1	1
Conus fusorius	1	1
Convalescentia	1	1
Convolvulus	1	1
Convulsio	1	1
Convulsivus	1	1
Conyza	1	1
Conyzoides	1	1
Coopertio	1	1
Coopertorium	1	1
Coostrum	1	1
Copaiba	1	1
Copal gummi	1	1
Copalxocotl	1	1
Copau	1	1
Copella	1	1
Copeya	1	
Copeya, Copeia		1
Cophos	1	1
Cophosis	1	1
Copiiba	1	1
Copiscus	1	1
Copos	1	1
Copovich-occassou	1	1
Copparosa	1	1
Copragogum	1	1
Copriemetos	1	1
Coprocritica medicamenta	1	
Coprocritica-medicamenta		1
Coprophoria	1	1
Copros	1	1
Coprostasia	1	1
Coptarion	1	1
Copton, Copte	1	1
Copula	1	1
Coq	1	1
Coquentia medicamenta	1	1
Cor	3	4
Coracine	1	1
Coracinus	1	1
Coraco-brachialis musculus		1
Coraco-hyoidaeus	1	
Coraco-hyoidaeus, Musculus		1
Coracobotane	1	1
Coracobrachialis	1	
Coracoides processus	1	1
Coracoideus	1	1
Coracum emplastrum	1	1
Coral	1	1
Corallachates	1	1
Corallatum	1	1
Corallina	1	1
Corallium	3	4
Corallodendron	1	1
Coralloides	1	1
Corax	1	1
Corbatum	1	
Corchorus	1	1
Corda, Chorda	1	1
Cordialia	1	1
Cordinema	1	1
Cordolium	1	1
Cordosum filum	1	1
Cordyla	1	1
Core	1	1
Coremata	1	1
Coriandrum	1	1
Corianon	1	1
Coriaria	1	1
Coricus		1
Corindum	1	1
Corinthiacae uvae	1	1
Coris	1	1
Corium	1	1
Cornea tunica	1	1
Cornelus, Corneolus	1	1
Cornesta	1	1
Cornicula	1	1
Cornicularis processus	1	1
Corniculatae plantae	1	1
Cornix	1	1
Cornu	1	1
Cornu cervi	1	1
Cornu monocerotis	1	1
Cornu rhinocerotis	1	1
Cornua	1	1
Cornua uteri		1
Cornue	1	
Cornumusa	1	1
Cornus	1	1
Cornuta	1	1
Cornutia	1	1
Corocrum	1	1
Corolla	1	1
Corona	1	1
Corona imperialis	1	1
Corona regia	1	1
Corona solis	1	1
Corona terrae	1	
Corona terrae, Hedera terrestris		1
Coronale os	1	1
Coronalis sutura	1	1
Coronaria vasa	1	1
Corone	1	1
Coronilla	1	1
Coronopus	1	1
Coros	1	1
Corozone celio	1	1
Corpora nervosa, Nerveo-spongiosa penis		1
Corpora nervosa, Nerveospongiosa penis	1	
Corpora olivaria		1
Corpora pyramidalia		1
Corpora striata		1
Corporatio	1	1
Corpulentia	1	1
Corpus callosum	1	1
Corpus glandulosum		1
Corpus pampiniforme, Pyramidale, Varicosum		1
Corrae, Corsae	1	1
Corrago	1	
Corrago, Borrago		1
Correctio	1	1
Corrigiola	1	1
Corroborantia	1	1
Corroboratio	1	1
Corrodentia, Corrosiva	1	1
Corrosio	1	1
Corrosiva	1	1
Corruda	1	1
Corrugatio	1	1
Corrugator coiteri	1	1
Corsae	1	1
Corsoides	1	1
Cortalon	1	1
Cortex cardinalis de lugo		1
Cortex elaterii		1
Cortex magellanicus		1
Cortex massoy		1
Cortex peruvianus		1
Cortex winteranus		1
Cortex winteranus spurius		1
Corticalis substantia	1	1
Cortusa	1	1
Coru	1	1
Coruscus	1	1
Corvinus lapis	1	1
Corvus	1	1
Corycus	1	
Corydalus	1	1
Corylus	1	1
Corymbia, Corymbas, Corymbe	1	1
Corymbus	1	1
Coryphe	1	1
Coryza	1	1
Cos	1	1
Coscinos	1	1
Cosculia	1	1
Cosmet	1	1
Cosmetica ars	1	
Cosmetorges	1	1
Cosmiana antidotus	1	1
Cosmos	1	1
Cossi	1	
Cossi, Vari		1
Cossum	1	1
Cossus	1	1
Costae	1	1
Costus	1	1
Costus hortorum	1	
Costus nigra	1	
Cotaronium	1	1
Cothon	1	1
Cotinus	1	1
Cotis	1	1
Cotonaster	1	1
Cotonea	1	1
Cotoneaster	1	1
Cotonium	1	1
Cottyphus	1	1
Cotula	1	1
Coturnix	1	1
Cotyla	1	1
Cotyle	1	1
Cotyledon	1	1
Couhage	1	1
Coum	1	1
Courap	1	1
Courbaril	1	1
Courondi		1
Courondi H. M.	1	
Courou-moelli		1
Courou-moelli H. M.	1	
Courou-moelli.Couton		1
Couton	1	
Covalam	1	
Cowalam		1
Coxae ossa	1	
Coxae ossa, Ossa innominata		1
Coxendix	1	
Coxendix, L'ischium		1
Crabro	1	1
Crade	1	1
Craepale	1	1
Crama	1	1
Crambe	1	1
Crambeion	1	1
Crambion		1
Crampus	1	1
Craneia	1	1
Crangon	1	1
Cranium	1	1
Cranocolaptes	1	1
Cransac aquae		1
Cranteres	1	1
Crapaudina	1	1
Crapula	1	1
Crasis	1	1
Craspedon	1	1
Crassa intestina	1	1
Crassena	1	1
Crassula	1	1
Crataegonium		1
Crataegonum	1	
Crataegus	1	1
Crater	1	1
Craterion	1	1
Cratibula, Craticula	1	1
Crauros	1	1
Crea	1	1
Creber	1	1
Cregyon	1	1
Cremaster	1	1
Cremer	1	1
Cremnoi	1	1
Cremor	1	1
Crenae	1	1
Crepatio, Crepatura	1	1
Crepatura		1
Crepinum	1	1
Crepitatio	1	1
Crepitus	1	1
Cresera	1	1
Crespulum	1	1
Cressio	1	1
Creta	1	1
Creta selinusia		1
Crethmon	1	1
Cribratio	1	1
Cribratorium, Cribrum	1	1
Cribriforme, Cribrosum	1	
Cribriforme, Cribrosum, Os ethmoides		1
Cricelasia	1	1
Crico-thyroidaei		1
Cricoarytaenoidaei musculi	1	1
Cricoides	1	1
Cricos	1	1
Cricothyroidaei	1	
Cridones	1	1
Crimnodes	1	1
Crimnon	1	1
Crinatum	1	1
Crines	1	1
Crinitus	1	1
Crinomyron	1	1
Crinon	1	1
Crinones	1	1
Criogenes	1	1
Criomyxus	1	1
Crisimos	1	1
Crisis	7	9
Crispatura	1	1
Crispinus, Crespinus	1	1
Crista	1	1
Crithamum	1	1
Crithe	1	1
Crithmum	1	1
Criticus	1	1
Croce	1	1
Crocide confectio	1	1
Crocinum	1	1
Crocodes	1	1
Crocodilion	1	
Crocodilium		1
Crocodilus	1	1
Crocomagma	1	1
Crocus	5	7
Crommyon, Cromyon	1	1
Crommyoxyregmia	1	1
Cropiot	1	1
Crotafphium		1
Crotalaria	1	1
Crotalistria	1	1
Crotaphi	1	1
Crotaphitae	1	1
Crotaphium	1	
Croton	1	1
Crotone	1	1
Croumata	1	1
Crousmata	1	1
Crucialis	1	1
Cruciata	1	1
Crucibulum	1	1
Cruditas	1	1
Crunion	1	1
Cruor	1	1
Crupina	1	1
Crura Medullae Oblongatae	1	
Crura clitoridis	1	1
Crura medullae oblongatae		1
Cruraeus musculus		1
Cruraeus musculus, Crureus	1	
Cruralis	1	1
Crus	5	7
Crusta	1	1
Crusta lactea	1	1
Crustacea	1	1
Crustula	1	1
Crustumina pyra	1	1
Crustuminatum	1	1
Crux cervi	1	1
Crymodes	1	1
Cryoxa	1	1
Cryphema	1	1
Cryptos	1	1
Crysorchis	1	1
Crystalli	1	1
Crystallinae	1	2
Crystallinae manus	1	1
Crystallinus humor	1	1
Crystallion	1	
Crystallion, Psyllium		1
Crystallisatio		2
Crystallizatio	1	
Crystallum minerale	1	1
Crystallus	1	1
Ctedon	1	1
Cteis	1	1
Ctesiphontis malagma	1	1
Cubaris	1	1
Cubebae	1	
Cuberae		1
Cubiforme os	1	1
Cubil	1	1
Cubitalis musculus	1	1
Cubitus	1	1
Cuboides os	1	1
Cuci	1	1
Cucubalus	1	
Cucubalus plinii		1
Cuculatum majus	1	1
Cucullaris musculus	1	1
Cucullus	1	1
Cuculus	1	1
Cucumis	1	1
Cucupha	1	1
Cucurbita	1	3
Cucurbitula	1	2
Cudu-pariti	1	1
Cuiete	1	1
Cuipouna	1	1
Culatum	1	1
Culbicio	1	1
Culeus	1	1
Culmus	1	2
Culter	1	1
Culus	1	
Cumana	1	1
Cumanda guacu	1	
Cumanda-guacu		1
Cumbulu		1
Cumbulu H. M.	1	
Cuminoides	1	1
Cuminum	1	1
Cunane	1	1
Cunealis sutura	1	1
Cuneiforme os	1	
Cuneiformia os		1
Cuneiformia ossa	1	
Cuniculus	1	1
Cuntur	1	1
Cupella	1	1
Cuperosa	1	1
Cuphos	1	1
Cupressus	1	1
Cuprum	1	1
Cura avenacea	1	1
Curcas	1	
Curcas, Carpata		1
Curculio	1	1
Curcuma	1	1
Curmi	1	1
Cursus	1	1
Curtuma, Cursuma	1	1
Cururu-ape	1	1
Curutu-pala		1
Curutu-pala H. M.	1	
Cusculia	1	1
Cuscuta	1	1
Cuspidatae		1
Cuspidated	1	
Cuspis	1	1
Cutambuli	1	1
Cuticula	1	1
Cuticularis membrana	1	1
Cutiliae	1	1
Cutio	1	1
Cutis	2	3
Cyamus	1	1
Cyanus	2	3
Cyar	1	1
Cyathiscus	1	1
Cyathus	1	1
Cybiton	1	1
Cybium	1	1
Cyboides	1	1
Cyceon	1	1
Cycima	1	1
Cyclamen	1	1
Cyclismus	1	1
Cyclopion	1	1
Cyclos	1	1
Cyclus metasyncriticus	1	
Cyclus-metasyncriticus		1
Cycnarion	1	1
Cycnus	1	1
Cydar	1	1
Cydonatum	1	1
Cydonia	1	1
Cyema	1	1
Cygnus	1	1
Cygnus reginae	1	1
Cyites	1	1
Cylichne	1	1
Cyllos	1	1
Cyma	1	1
Cymatodes	1	1
Cymbalaria	1	1
Cymbalaris cartilago	1	1
Cymbiforme os	1	1
Cyminum	1	1
Cynanche	1	1
Cynanchica medicamenta	1	1
Cynanthemis	1	
Cynanthropia	1	
Cynantropia		1
Cynathemis		1
Cynchnis	1	1
Cynicus	1	1
Cyniphes	1	1
Cynnabar	1	
Cynnabar, Cinnabar		1
Cynnia, Cymia, Carora	1	1
Cynobotane	1	1
Cynocephalus	1	1
Cynocopros	1	1
Cynocrambe	1	1
Cynoctonon	1	1
Cynocytis	1	1
Cynodectos	1	1
Cynodes	1	1
Cynodesmion	1	1
Cynodontes	1	1
Cynoglossum	1	1
Cynolopha	1	1
Cynolyssa	1	
Cynolyssa, Lyssa		1
Cynomoron	1	1
Cynomyja	1	
Cynomyja, Psyllium		1
Cynorrhodon	1	1
Cynosbatos	1	1
Cynosorchis	1	
Cyon	1	1
Cyophoria	1	1
Cyparissus	1	1
Cyperi	1	1
Cyperoidea gramina	1	1
Cyperus	1	1
Cyphi	1	1
Cyphoma & cyphosis		1
Cyphoma, Cyphosis	1	
Cypressus	1	1
Cyprinum oleum	1	1
Cyprus	1	1
Cypsele, Cypselis	1	1
Cyptarion	1	
Cyraenia	1	1
Cyrbasia	1	
Cyrbasia, Tiara		1
Cyrceon		1
Cyrebia	1	1
Cyrenaicus succus	1	1
Cyrseon	1	
Cyrtoides	1	1
Cyrtoma	1	1
Cyssaros	1	1
Cyssites	1	1
Cysteolithos	1	1
Cysthepatici ductus	1	1
Cysticapnos	1	1
Cystinx	1	1
Cystis	1	1
Cystotomia	1	1
Cythion	1	1
Cytinus	1	1
Cytiso-genista	1	1
Cytisus	1	1
Cyzicenus	1	1
Dabestic	1	1
Daburi	1	1
Dacassia	1	
Daceton	1	1
Dachel	1	1
Dacneron	1	1
Dacrydium	1	1
Dacryodes helcos	1	1
Dacryon	1	1
Dacryopoeos	1	1
Dactiletus	1	1
Dactyideus	1	1
Dactylethrai, Dactylithrai	1	1
Dactylios	1	1
Dactylodochme	1	1
Dactylos	1	1
Dactylothece	1	1
Dactylus	1	1
Dactylus idaeus	1	1
Daedalus	1	1
Daedion	1	1
Daemonis	1	1
Daib, Deheb, Dehebeb, Deab	1	1
Dais, Das	1	1
Daitides	1	1
Dalechampia	1	1
Dama	1	1
Damascena pruna nostratia	1	1
Damascena prunus	1	1
Damasonium	1	1
Damnata terra	1	1
Damsir, Demsir		1
Damsir, Densir	1	
Danais	1	1
Danich	1	1
Danta	1	1
Daphne	1	1
Daphnelaeon	1	1
Daphnia	1	1
Daphnitis	1	1
Daphnoides	1	1
Daratos	1	1
Darchem	1	1
Darsis	1	1
Darta	1	1
Dartos	1	1
Das	1	1
Dasymma	1	1
Dasypus	1	1
Dasys	1	1
Datura	1	1
Daucites vinum	1	1
Daucus	1	1
Daulontas	1	1
Daumur	1	1
Daura	1	1
Daveridon	1	1
Deacuminata	1	1
Dealbatio	1	1
Deargentatio	1	1
Dearticulatio	1	1
Deasciatio	1	1
Deauratio	1	1
Debessis	1	1
Debus	1	1
Decamyron	1	1
Decantatio	1	1
Decanus	1	1
Decatorthoma	1	1
December	1	1
Decidentia	1	1
Declaratio	1	1
Declinatio	1	1
Decocta	1	1
Decoctio	2	3
Decolor	1	1
Decompositum	1	1
Decoratio	1	1
Decorticatio	1	1
Decostis	1	1
Decrementum	1	1
Decrepitatio	1	1
Decrescens	1	1
Decretorius	1	1
Decrus	1	1
Decubitus	1	2
Decursus	1	1
Decurtatus	1	1
Decussorium	1	1
Defectio animi	1	1
Defensativum emplastrum	1	1
Defensivum	1	1
Deferentia vasa	1	1
Defixus	1	1
Defluvium	1	
Defluvium capillorum		1
Defluxio	1	1
Defrutum	1	1
Deglutitio	1	1
Degmos	1	1
Dehen		1
Dehene	1	
Dehenes	1	1
Dehenez	1	1
Deinosis	1	1
Deipnon	1	1
Deira	1	1
Dejectio	3	5
Dejectoria	1	1
Delatio	1	1
Deleterion	1	1
Deligatio	1	1
Deliquium	1	1
Delirium	6	8
Delphinium	1	1
Delphinus	1	1
Delphys	1	1
Delta	1	1
Deltoides	1	1
Dem	1	1
Dementia	1	1
Demetrios	1	1
Democratis theriaca	1	1
Demonstratio	1	
Demos	1	1
Demosntratio		1
Demotivus lapsus	1	1
Demulcentia medicamenta	1	1
Demusculatus	1	1
Denarius	1	3
Dende	1	1
Dendroides	1	1
Dendrolibanus	1	1
Dendromalache	1	1
Dendron	1	1
Denequat	1	1
Denodatio	1	1
Dens	1	1
Dens caballinus		1
Dens caninus		1
Dens leonis	12	16
Densitas	1	1
Dentagra	1	1
Dentalis	1	
Dentalis lapis		1
Dentalium	1	1
Dentaria	1	1
Dentarius	1	1
Dentarpaga	1	1
Dentes columellares	1	1
Denticulata	1	1
Dentiducum	1	1
Dentifricium	1	1
Dentillaria	1	1
Dentiscalpium	1	1
Dentitio	1	1
Dento	1	1
Denudatio	1	1
Deobstruens	1	1
Deon	1	1
Deoppilantia	1	
Deoppilantia, Deoppilativa medicamenta		1
Depascens	1	1
Deperditio	1	1
Dephlegmatio	1	1
Depilatio	1	1
Depilatorium	1	1
Depilis	1	1
Deplumatio	1	1
Deprehensio	1	1
Depressio	1	1
Depressor	1	1
Depressorium	1	1
Deprimens	1	1
Depuratio	1	1
Depuratoria febris	5	7
Deras	1	1
Derbia	1	1
Deris	1	1
Derivatio	1	1
Derma	1	1
Dermatodes	1	1
Derquet	1	1
Derses	1	1
Dertron	1	1
Descensio, Descensus	1	1
Descensorium	1	1
Desessio	1	1
Desiccatio	1	1
Desiccativum	1	
Desidia	1	1
Desipientia	1	1
Desme	1	1
Desmidion	1	1
Desmos	1	1
Desperatio	1	1
Desperatus, Deploratus	1	1
Despumatio	1	1
Desquamatio	1	1
Desquamatorium	1	1
Dessiccativum		1
Destillatio, Distillatio	1	1
Destructio	1	1
Desudatio	1	1
Desurrectio	1	1
Detentio	1	1
Detergens	1	1
Detersorium	1	1
Detersorius	1	1
Detonatio	1	1
Detractio	1	1
Detritio	1	1
Detrusor	1	
Detrusor urinae		1
Deunx	1	1
Deurens	1	1
Deustio	1	1
Deuteria	1	1
Deuterion	1	1
Deuteropathia	1	1
Devalgatus	1	1
Deventris	1	1
Devotatus	1	1
Dexamene	1	1
Dexios	1	1
Dexis	1	1
Dextans	1	1
Dexter	1	1
Dia	1	1
Diabacanu	1	1
Diabebos	1	
Diaberos		1
Diabesasa	1	1
Diabetes	3	3
Diabin	1	1
Diaboli intestina		1
Diabolus	1	
Diabolus metallorum		1
Diabotanum	1	1
Diabrosis	1	1
Diacadmias	1	1
Diacalaminthes	1	1
Diacarcinon	1	1
Diacaryon	1	1
Diacassia		1
Diacastoriu	1	1
Diacatholicon	1	1
Diaceltatesson	1	1
Diacenes	1	1
Diacenon		1
Diacenos	1	
Diacenteton	1	1
Diaceraton	1	1
Diachalasis	1	1
Diacheirismos	1	1
Diachelidonium	1	1
Diachorema, Diachoresis	1	1
Diachorisis	1	1
Diachrista	1	1
Diachrysu	1	1
Diachylon	1	1
Diachysis	1	1
Diachytos, Hypochytos	1	1
Diacinamomum	1	1
Diacinema	1	1
Diacissu	1	1
Diaclysma	1	1
Diacoccymelon	1	1
Diacochlacon	1	1
Diacodium	1	1
Diacolocynthis	1	1
Diacomeron	1	1
Diacones	1	1
Diacope	1	1
Diacopraegia	1	1
Diacorallium	1	1
Diacoronopodium	1	1
Diacorum	1	1
Diacrisis	1	1
Diacrocium	1	1
Diacrocu	1	1
Diacurcuma	1	1
Diacydonium	1	1
Diadaphnidon	1	1
Diadema	1	1
Diadexis, Diadoche	1	1
Diadosis	1	1
Diaeresis	1	1
Diaeretica	1	1
Diaeta	6	8
Diaetema	1	1
Diaetetica	1	1
Diaglaucium	1	1
Diagnosis	1	1
Diagrydium	1	1
Diahermodactylu	1	1
Diaion	1	1
Diaireos	1	1
Diaithros	1	1
Dialacca	1	1
Dialagoou	1	1
Dialeimma	1	1
Dialepsis	1	1
Dialibanon	1	1
Dialoes	1	1
Dialthaea	1	1
Dialysis	1	1
Diamarenatum	1	1
Diamargariton	1	1
Diamascien, Dyamassien	1	1
Diamassema	1	1
Diambrae species	1	1
Diamelon	1	1
Diamisyos	1	1
Diamnes	1	1
Diamoron	1	1
Diamoschu	1	1
Diamotosis	1	1
Diana	1	1
Dianae arbor	1	1
Dianancasmus	1	1
Dianistesmos	1	1
Dianoea	1	1
Dianthon	1	1
Diaoporon	1	1
Diapasma	1	1
Diapedesis	1	1
Diapencia	1	1
Diapensia	1	1
Diapepereon	1	1
Diaphanes	1	1
Diaphiledonu	1	1
Diaphlyxis	1	1
Diaphoen-con	1	
Diaphoenicon		1
Diaphora	1	1
Diaphoresis	1	1
Diaphoretica	1	1
Diaphoros	1	1
Diaphrades	1	1
Diaphragma	1	1
Diaphros	1	1
Diaphthora	1	1
Diaphylacticos	1	1
Diaphysis	1	1
Diapisselaeon	1	1
Diaplasis	1	1
Diaplasma	1	1
Diaploce	1	1
Diapne	1	1
Diapnoe	1	1
Diaporema	1	1
Diaprasium	1	
Diaprunum	1	1
Diapsoricum	1	1
Diapternes	1	1
Diapterosis	1	1
Diapyema	1	1
Diapyetica	1	1
Diaria	1	
Diaria febris		1
Diarochae	1	1
Diaromaticum	1	1
Diarrhaea		9
Diarrhage	1	1
Diarrhodomeli	1	1
Diarrhodon	1	1
Diarrhoea	6	
Diarthrosis	1	1
Diasaponium	1	1
Diasatyrion	1	1
Diascillion	1	1
Diascinci	1	
Diascinci antidotus		1
Diascordium	1	1
Diasena	1	1
Diasericos	1	1
Diasmyrnon		1
Diasmyrnon, Diasmyrnes	1	
Diasostica	1	
Diasotica		1
Diaspermaton	1	1
Diasphage	1	1
Diasphyxis	1	1
Diastasis	1	1
Diasteaton	1	1
Diastema	1	1
Diastole	1	1
Diastomotris	1	1
Diastremma	1	1
Diasulphuris emplastrum	1	1
Diatamaron	1	1
Diatasis	1	1
Diatecolithu	1	1
Diatessadelton	1	1
Diatessaron	1	1
Diatettigon	1	1
Diathesis	1	1
Diathesmos	1	1
Diatragacanthi	1	1
Diatrion pipereon species	1	1
Diatritos	1	1
Diaulos	1	1
Diazoma	1	1
Diazoster	1	1
Dicaeos	1	1
Dicenteton	1	1
Dichalcon	1	1
Dichasteres	1	1
Dichophyia	1	1
Dicocta	1	1
Dicraeus	1	1
Dicrotus	1	1
Dictamnites	1	1
Dictamnus	1	1
Dictoyoides		1
Dictyoides	1	
Didaim		1
Didymaea	1	1
Didyme	1	1
Didymi	1	1
Diecbolion	1	1
Dielectron	1	1
Diemeae	1	1
Dienez	1	1
Diervilla	1	1
Diesis	1	1
Diexodos	1	1
Difflatio	1	1
Digastricus	1	
Digastricus musculus		1
Digestio	1	1
Digestivum	1	1
Digitalis	1	1
Digitellus	1	1
Digitus	1	1
Diglosson	1	1
Dignotio	1	1
Dihaematon	1	1
Dihalon	1	1
Dihidros	1	1
Diipetes	1	1
Dikalegi, Dicalegi, Ditalem	1	1
Dilatatio	1	1
Dilatatores	1	1
Dilatatorium	1	1
Diluentia	1	1
Dilutum	1	1
Dilytaea	1	1
Dinica	1	1
Dinos	1	1
Diobolon	1	1
Diocres	1	1
Diodos	1	1
Dioenanthes	1	1
Diolos	1	1
Diomedea avis	1	1
Dion	1	1
Dioncosis	1	1
Dionis collyrium	1	1
Dionysia	1	1
Dionysianum emplastrum	1	1
Dionysisci	1	1
Dionysius	1	1
Dionysos	1	1
Dioporon	1	1
Diopsyrus	1	1
Dioptra	1	1
Dioptrismos	1	1
Dioptron	1	1
Diorobon	1	1
Diorrhosis	1	1
Diorthosis	1	1
Diosanthos	1	1
Dioscorea	1	1
Dioscuri	1	1
Diosphyron	1	1
Diospoliticon	1	1
Diota	1	1
Dioxelaeum	1	1
Dioxus	1	1
Dipcadi	1	1
Diphros	1	1
Diphryges	1	1
Diphtera		1
Diphthera	1	
Diplangium	1	1
Diploe	1	1
Diploma	1	1
Dipnoos	1	1
Dipsa	1	1
Dipsacos	1	1
Dipsacus	1	1
Dipsas	1	1
Dipseticus	1	1
Dipsodes	1	1
Dipyrenon	1	1
Dipyros, Dipyrites	1	1
Diradiatio	1	1
Dircaea	1	1
Director	1	1
Discessus	1	1
Discoides	1	1
Discrasia		1
Discreta	1	
Discreta purgatio		1
Discus	1	1
Discussio	1	1
Discussoria, Discutientia	2	3
Disephthos	1	1
Dislocatio	1	1
Dispensator	1	1
Dispensatorium	1	1
Displicentia	1	1
Dispositio	1	1
Disruptio	1	1
Dissectio	1	1
Disseptum	1	1
Dissolutio	1	1
Dissolutus	1	
Dissolutus morbus		1
Dissolventia	1	1
Distentio	1	1
Distichia, Distichiasis	1	1
Distichum	1	1
Distortio, Distorsio	1	1
Distortor oris	1	
Distortor oris, Musculus zygomaticus		1
Distractio	1	1
Distributio	1	1
Districhiasis	1	
Ditrichiasis		1
Diuresis	1	1
Diuretica	2	2
Diurnus	1	1
Diuturnus	1	1
Divaporatio	1	1
Diversorium	1	
Diversorium, Receptaculum chyli		1
Divertallum	1	1
Dividens fascia	1	1
Divinus	1	1
Divulsio	1	
Divulsio urinae		1
Diwipahuru	1	1
Diydros	1	1
Diygros	1	1
Diylysmos	1	1
Dochme	1	1
Docimastice	1	1
Doctiletus	1	1
Dodartia	1	1
Dodecadactylon	1	1
Dodecapharmacum	1	1
Dodecatheon	1	1
Dodra	1	1
Dodrans	1	1
Doedix		1
Doedyx	1	
Dogga	1	1
Dogma	1	1
Dogmatici	1	1
Dolet	1	1
Dolicholithos	1	1
Dolichos	1	1
Dolor	4	5
Domesticus	1	1
Dominarum aqua	1	1
Donax	1	1
Dora	1	1
Dorcadizon	1	1
Dorea	1	1
Doria	1	1
Doridis humor		1
Doris	1	1
Doronicum	1	1
Dorpestos	1	1
Dorpos	1	1
Dorsalis tabes	1	1
Dorsiferae plantae		1
Dorsiferous plants	1	
Dorstinea	1	1
Dorsum	1	1
Dorycnium	1	1
Dorycnium imperati	1	1
Dosis	1	1
Dosithei pastillus	1	1
Dothien	1	1
Douglassia	1	1
Draba	1	1
Dracatium	1	1
