Analdes	0
Analentia	0
Analepsia	0
Analepsis	0
Analeptica	0
Analgesia	0
Anallis	0
Analmyros	0
Analogismos	0
Analosis	0
Analthes	0
Analtos	0
Analysis	15
Ana-mallu	0
Anamix	0
Anamnesis	0
Ananas	1
Anance	0
Anandreis	0
Anandroi	0
Ananthocyclus	0
Anapalin	0
Anapausis	0
Anapetia	0
Anaphalantiasis	0
Anaphonesis	1
Anaphora	0
Anaphoricoi	0
Anaphra	0
Anaphrodisia	0
Anaphromeli	0
Anaplasis	0
Anaplerosis	0
Anapleusis	0
Anapneusis	0
Anapodophyllon	0
Anapsyxis	0
Anaristesis	0
Anarrhoea	0
Anarrhopia	0
Anarthroi	0
Anas	1
Anas sylvestris	0
Anasarca	0
Anaspasis	0
Anassutos	0
Anastaltica	0
Anastasis	0
Anastoicheiosis	0
Anastomosis	0
Anatasis	0
Anates	0
Anathlasis	0
Anathrepsis	0
Anathron	0
Anathymiasis	0
Anatica proportio	0
Anatome	42
Anaton	0
Anatresis	0
Anatribe	0
Anatripsis	0
Anatris, Antaris	0
Anatron, Natron	1
Anatron	0
Anatrope	0
Anatrum	0
Anatum	0
Anaudos	0
Anavinga	0
Anaxyris	0
Anaxyrides	0
Anblatum	0
Ancha	0
Anchilops	1
Anchoas	0
Anchoralis processus	0
Anchusa	0
Anchyle	0
Anchylops	0
Anchylosis	0
Anchynopes	0
Anchyroides	0
Anci	1
Ancinar	0
Ancistron	0
Ancon	0
Anconaeus musculus	0
Ancora	0
Ancoralis	0
Ancosa	0
Ancter	0
Ancubitus	0
Ancunulentae	0
Ancus	0
Ancyle, Ancylosis	3
Ancylidoton	0
Ancyloblepharon	1
Ancyloglossum	1
Ancylomele	0
Ancylosis	0
Ancylotomus, Ancylotomum	0
Ancyra	0
Ancyroides processus	0
Ancyromele, Ancylomele	0
Anda	0
Andarac	0
Andas	0
Andena	0
Andira, Angelyn	0
Andrachne	0
Andranatome, Androtome	0
Andraphaxis, Andraphax	0
Andrapodocapeloi	0
Andreas	1
Andria	0
Andrius	0
Androgenia	0
Androgyni	0
Andromachus	2
Andronis medicamentum pro cancro	1
Andronion	0
Androsaces	0
Androsaemum	0
Androsaemon	0
Androtome	0
Anecpyetus	0
Aneilema, Aneilesis	0
Anemone	1
Anemonoides	0
Anemonospermos	0
Anemos	0
Anencephalos	0
Aneos	0
Anepicriton	0
Anerectos	0
Anesis	0
Anestrammena	1
Anethoxyla	0
Anethum	0
Aneticus	0
Aneurysma	16
Anfaka	0
Anfir-Filius	0
Anfirarto-spiritus	0
Angeilogia	0
Angeion	0
Angeiotomia	0
Angelica	1
Angelicus pulvis	0
