3239	COMPREHENSIO	κατάληψις
3240	COMPRESSAE	
3241	COMPRESSIO	θλίψις, θλἀσις
3242	COMPRESSIVA	
3243	COMPSEVOMENOS	κομψευόμενος
3244	COMOPORIA	κομμωτιαὴ
3245	COMPUNCTIO	παρακεἔτησις
3246	CONARIUM	κωνάριον
3247	CONATUS	πειρά, πειρασμος
3248	CONCALEO	συνθερμμίνομμι
3249	CONCAVATIO	
3250	CONCAUSSA	ςυναίτιον
3251	CONCAVUS	
3252	CONCEDO	ἐνδίδομι, οὐ
3253	CONCENTRATIO	
3254	CONCENTUS	ἀρμονία
3255	CONCEPTACULUM	ἀγχεῖον
3256	CONCEPTIO	κύησις
3257	CONCEPTUS	τὸ, κυήμα
3258	CONCESSIO	ἐνδεχεῖίενον
3259	CONCHA	κὸγχιον
3260	CONCHIS	
3261	CONCHUS	κὸγχος
3262	CONCHYLIS	κογχυλὶς, κογχύλιον
3263	CONCIDENTIA	ξύμπτωσις, σύμπτωσις, μεπωρισμοθρ
3264	CONCINNITAS	ἀρμοντά
3265	CONCOAGULATIO	
3266	CONCOCTIO	πόψις, πεπασμὸς
3267	CONCORDIA	σιιμφωάα
3268	CONCRETIO	πόξις, σιίμπηξις
3269	CONCUBITUS	σιινουσία
3270	CONCUPISCENTIA	ἐπιθύμία, ἐπιθύμητικὴ, δύναμις
3271	CONCURSUS	σννδρομὴ
3272	CONCUSSIO	τὸ, ῥκόος
3273	CONDENSATIO	πόκνωσις
3274	CONDIMENTUM	ἥδίσμα, ἅρτυμα
3275	CONDITIO	κὰτάστασις
3276	CONDITOR	δημιουργὸς
3277	CONDITOR	
3278	CONDITUM	κονδιτον, ἀρτοτὸν
3279	CONDITUR	
3280	CONDUCTIO	σπασμὸς
3281	CONDUCTOR	
3282	CONDYLOMA	κονδυτὸωμα
3283	CONDYLUS	κὰδιλος
3284	CONFECTIO	κατειργασμένον
3285	CONFERENS	ξνμφεράν, ξυμφδηω, υυμφέρω
3286	CONFERMENTATIO	
3287	CONFERTUS	ἀθρόος, ἀθρόως
3288	CONFIBULA	
3289	CONFIDENTIA	
3290	CONFIRMAMENTUM	
3291	CONFIRMATIO	ίχνὰησις, ιχνριἄω, δίιχυριεἰω
3292	CONFITA	
3293	CONFLUENTIA	
3294	CONFLUXILE	σὑῥῥουν
3295	CONFLUXIO	ξύῥρόια
3296	CONFOEDERATIO	
3297	CONFORMATIO	
3298	CONFORMITAS	
3299	CONFORTANS	κραταιωτικὸν, βεβαιωτικὸν, καρδίακὸν
3300	CONFRICATIO	
3301	CONERICATRICES	
3302	CONFUSAE	
3303	CONFUSANEUS	ἀντοπνρος
3304	CONFUSIO	κράσις, σύγχυσις
3305	CONFUTATIO	ἔλεγχος
3306	CONGELATI	
3307	CONGELATIO	τάξις
3308	CONGENITUS	συγγενὴς
3309	CONGER	κὸχχρος
3310	CONGESTIO	σιιμφβρα, συμφορησις, συναθροισμὸς, σνναλίιο, ἀλίζω, συναλίζωί’)
3311	CONGIUS	
3312	CONGLACIATIO	
3313	CONGLUTINATIO	κόλλησις
3314	CONGREGO	ἀθροίζω
3315	CONGRUITAS	
3316	CONGEUMATUS	
3317	CONGRUS	χύγγρος
3318	CONIA	κοντὰ
3319	CONIEMA	κονέυμα
3320	CONJECTURA	στεχαςμὸς
3321	CONIS	κὸνις
3322	CONISALOS	κονίσαλος
3323	CONISTERIUM	κονιστήριον
3324	CONJUGATIO	συζύγία, ζεῦγος
3325	CONJUNCTA	
3326	CONJUNCTI	
3327	CONJUNCTIO	σιιζνγία
3328	CONJURATIO	
3329	CONNATUS	ξνγγενὴς, συγγενὴς, ξνγριγονώς
3330	CONNEXIO	σνμπλ, οκὴ
3331	CONNIVEO	σκαρδαμύασω, καρδαμύασω
3332	CONNUMERATIO	σνναρίὸμησις
3333	CONNUTRITUS	ξύντροφος
3334	CONOIDES	κωνοειδε'ς, σώμα
3335	CONOPS	κώ, ωψ
3336	CONQUASSATIO	σνασεισμὸς
3337	CONSCIENTIA	σν, εἰδησις
3338	CONSECRATIO	καθιέρωσις
3339	CONSENSUS	σνμπτάεια, σνμφω, ια, ὀμολογία
3340	CONSEQUENS	ἐπόαε, ον, συαβεβηκὸς
3341	CONSERVA	
3342	CONSERVATIO	φύλαξις
3343	CONSERVATIVUS	
3344	CONSIDENTIA	ἀπο, κατάστασις
3345	CONSIDERATIO	σχέμμα
3346	CONSILIUM	βνεενμα
3347	CONSISTENTIA	
3348	CONSOLIDANS	
3349	CONSOLIDATIVUM	
3350	CONSOLOR	παρηγορέω
3351	CONSORTIUM	κοινωντά
3352	CONSPERSIO	κατάπασμα
3353	CONSPICUUS	ἐπίδηλος
3354	CONSPIRABILE	ξύμιενουν, ξὺμπνοια
3355	CONSPUENDUS	κατάττοστος
3356	CONSTANS	ήισταθῆ'ς, βέβαμος
3357	CONSTANTIA	βεβαιότης, ἐνσταθιτὸ
3358	CONSTELLATIO	
3359	CONSTELLATUM	
3360	CONSTERNATIO	ἔκπληξις
3361	CONSTIPATIO	στόψις
3362	CONSTITUTIO	κατάστασις
3363	CONSTRICTIO	ν, ςυψις
3364	CONSTRUCTIO	
3365	CONSUETUDO	ἔθος, ἐθισμὸς
3366	CONSULTATIO	συμβοὺλευσις
3367	CONSUMMATIO	συγκεφαλαίιυσις
3368	CONSUMMATUM	
3369	CONSUMTIO	σύντηξις
3370	CONTABESCENTIA	
3371	CONTACTUS	ψαυσις
3372	CONTAGIO	λὄάκρισις
3373	CONTEMPLABILIS	θεωρητὸς
3374	CONTEMPLATIO	θειυρία
3375	CONTEMTUS	
3376	CONTENSIO	ταίσις
3377	CONTENTA	ιχογέενα;, ἐνιχὀμενα
3378	CONTENTIO	τὸ, διανφέρεσθαι, ἕρις
3379	CONTENTUS	ιχόμενος
3380	CONTINENS	
3381	CONTINGENS	το', ἐνδεχὸμενον
3382	CONTINUITAS	σννεχὰς
3383	CONTORQUEO	ἐπιστρέφω
3384	CONTORSIO	
3385	CONTRACTIO	σνστολὴ
3386	CONTRADICTIO	ἀντιλογία;, κατ', ἄντικρυ
3387	CONTRAFISSURA	άπήγωμα
3388	CONTRAHENS	
3389	CONTRAINDICATIO	ἀντίδειξις, ἀνπ, δε, κνύμενον
3390	CONTRALUNARIS	τιστὸληνος, τισεληναίος
3391	CONTRARIUS	ἐναντίος
3392	CONTRITIO	σύντριμμα, σύντριβὴ, σύντρεψις, τριβὴ, τριμμὸι
3393	CONTROVERSIA	τὸ, Ολάφέρεσθαι, ἕρις
3394	CONTUMAX	
3395	CONTURBATIO	τάραξις
3396	CONTUS	κό, τος
3397	CONTUSIO	θλἀσις, φλἀσμμ
3398	CONVALESCENTIA	ἀνα'ληψις, ἀνάστασις, νο'σου:
3399	CONVENIENTIA	
3400	CONVERSATIO	ὀμιλία
3401	CONVEXUS	κυρτὸς, κυφὸς
3402	CONVIVIUM	σιιμπόσιον
3403	CONVOLVULUS	
3404	CONUS	κιῦνος
3405	CONVULSIO	σπασμὰς, νοχ
3406	CONVULSIVUS	σπασμώδης
3407	CONVULSUM	σπῶσμα
3408	COOPERARIUS	
3409	COOPERTIO	πιριστολὴ
3410	COOPTATIO	
3411	COORDINATIO	σύνταξις
3412	COOSTRUM	
3413	COPAIVAE	
3414	COPAL	
3415	COPELLA	
3416	COPHOS	κωφὸς, ἄμαυρον, κὰι, ἀσθιε
3417	COPHOSIS	κώφωσις
3418	COPIA	πλῆθος, ἀδρότης
3419	COPISCUS	κὸπισκος
3420	COPOS	κοἔτος
3421	COPRAGOGUM	κοπραγωγέν
3422	COPRIEMETOS	
3423	COPROS	
3424	COPTON	κρπτὸν, κοπτὴ
3425	COPULA	
3426	COPULA	σύνδεσμος
3427	COQUUS	μὸγειρος
3428	COR	
3429	CORACINE	κορακίνη, σφραγίς
3430	CORACINUS	κοραἡίνος
3431	CORACOBRACHIAEUS	
3432	CORACOIDES	κορακοειδὴς
3433	CORAFLATUM	
3434	CORALLINUM	
3435	CORALLIUM	κοράλλιον, κὸ-i, ραλος, τοῦ, κουρῷ, ἀλωτὸν
3436	CORAX	κὸραξ
3437	CORDA	χορδὴ
3438	CORDINEMA	κορδίνημα, σκορδίνημα, καρηβαρία
3439	CORDIS	
3440	CORDOLIUM	καρδίαλγία
3441	CORDOSUM	
3442	CORDYLA	κορδυλη
3443	CORE	κὸρου
3444	COREMA	κὸρημα
3445	CORIS	κόρις
3446	CORIUM	βυ'ρσμ, δε'ρμα, δερις, σκύτος
3447	CORNELUS	
3448	CORNESTA	
3449	CORNEUS	κερατοειδὴς
3450	CORNICULA	
3451	CORNICULARIS	
3452	CORNIGER	κερασφτὸος
3453	CORNIX	κόμβα, κουρόνυα
3454	CORNU	κε'ρας
3455	CORNUMUSA	
3456	CORNUSTIBIUM	
3457	COROLLA	στοφάτη
3458	CORONA	στοφάνη, τέφανος
3459	CORONARIUS	στοφαυιἀΓος
3460	CORONE	κορώνη
3461	COROS	
3462	CORPULENTIA	παχος, παχυσμὸς, ἐυσιερκια, παχύτης, ἔυσωμος, ἐυσώιοατος
3463	CORPUS	σάμα, χρω'ς
3464	CORPUSCULARIS	
3465	CORRADIATIO	
3466	CORRE	
3467	CORRECTIO	δίόρθωσις, ἐπανοὰθωσις, ἐντροπὴ
3468	CORRECTOR	
3469	CORRIGIA	ιμάς
3470	CORRIPIO	ἐπιλαμβάνω
3471	CORROBORATIO	ῥωστικὸς, τένον, ύἐΛἱν, τοίς, μίρίοις
3472	CORROSIO	Ολάβεωσις, άβρωσις
3473	CORROGATIO	ῥίκνωσις
3474	CORRUPTIO	φθρρα', διὰφθρρά
3475	CORSE	
3476	CORSUFLE	
3477	CORTEX	φλοιὸς, φλ, οὸς, φλοῦς
3478	CORVINUS	
3479	CORUSCATIO	ἀστραπὴ
3480	CORVUS	κοράξ
3481	CORYCUS	καὶυκος, κωῥυκος
3482	CORYDOS	κορύδαλλος
3483	CORYMBOS	κὸρνμβος
3484	CORYPHE	κορυφὴ
3485	CORYZA	κόρυζα
3486	COS	ἀκόνη
3487	COSCINOS	κὸσκινος, κοσκινίζω
3488	COSMETICA	κοσμητικὴ
3489	COSMETORGES	
3490	COSMOGRAPHIA	κοσμογραφία
3491	COSMOS	κοσίμος
3492	COSSUM	
3493	COSSUS	θρι'ψ, πρηδο'ν
3494	COSTA	πλενρά, πλενρόν
3495	COTARONIUM	
3496	COTHON	πάθει
3497	COTIS	
3498	COTTABISMUS	κοτταβισμὸς
3499	COTURNIX	χοννιον, ἄρτοξ
3500	COTYLE	κοτέλη
3501	COTYLIS	κοτνλὶς, κοτέλε
3502	COVRAP	Κα7’, ἐξοχὰν
3503	COXA	ιχίτη
3504	CRABATUS	κράβατος, κρμ'ββατος, κλίτη
3505	CRABRO	σφὴξ
3506	CRADE	κράδια
3507	CRAENO	
3508	CRAEPALE	αραιπάλη
3509	CRAMA	
3510	CRAMEION	κραμδιαν;
3511	CRAMPUS	
3512	CRANIUM	κράνιον
3513	CRANOCOLAPTES	κρανοκολάπτης
3514	CRANTER	αραντὴρ, δκραίνω
3515	CRAPULA	
3516	CRAPULA	
3517	CRASIS	κράσις
3518	CRASSENA	
3519	CRASSITIES	παχύτης, παχὺς
3520	CRATEO	κρατὸω, κρατεῖσθαι
3521	CRATER	κρατὴρ
3522	CRATERAUCHEN	
3523	CRATIEULA	ἐχἄριον, φρύγετον
3524	CRATOS	κράτος, κρατοσμὸς
3525	CRATYSMOS	
3526	CRAUROS	κραῦρος, θραυστὸς, ἔνθραστσς, ψαθύρός
3527	CREATIO	κτίσμα, κτιστή, κτίζων, δηιοιουργές
3528	CREBER	πυκνὸς, πεικινὸς
3529	CRECE	κρέκη
3530	CREDO	πιστόυω
3531	CREGYON	κρήγνον, ἀγαθόν
3532	CREMASIS	
3533	CREMASTERES	κρεμαστῆρες
3534	CREMER	
3535	CRKMNOS	κρημνὸς
3536	CREMOR	χυλὸς
3537	CREPATIO	λανέυ, λάκισμα
3538	CREPIDO	ἄμβη, ἀμὸώνη
3539	CREPINUM	
3540	CREPITATIO	
3541	CREPITUS	φύστα, φύσιί, πε’ρθῆσις, πορδὴ
3542	CREPUSCULUM	ἐσσάρα, ὀψινὴ, ἄρα
3543	CRESCITIVA	
3544	CRESCO	νέυξάνομαμ, ἄυξομαι
3545	CRESERA	κρητέρα, ἀλευράτησις
3546	CRETA	κρὴς
3547	CRETUS	
3548	CRIBRATIO	κοσκινισμὸς
3549	CRIBRATORIUM	
3550	CRICOARYTAENOIDAEI	
3551	CRICOIDES	κρικοειδὴς
3552	CRICOS	αρίκ'ος
3553	CRICOTHYROIDEI	
3554	CRIDONES	
3555	CRIMNON	κρι'μνον
3556	CRINALE	
3557	CRINATUM	κρι, ιἀτον
3558	CRINES	τρίχυς, θρὶξ
3559	CRINITUS	χερκινούμενος
3560	CRINOMENOS	κρινόμενος
3561	CRINOMYRON	κρινόμυρο
3562	CRINONES	
3563	CRIOGENES	κριογενδε
3564	CRIOMYXOS	κριόμνξος
3565	CRISIMOS	κρίσιμος, κριτικὸς
3566	CRISIS	κρίσις
3567	CRISPATURA	οὐλοποίκσις
3568	CRISPELLA	
3569	CRISSA	κίγχλος, κιγκλισμὸς
3570	CRISTA	
3571	CRITERIUM	κριτη'ριον
3572	CRITHE	κριθῆ, κριθιδιον
3573	CRITICUS	κριτικὸς, αρίσιμος
3574	CROCE	αρόκη
3575	CROCIDIZO	κροκιδίζω, καιοφολογέοι, κροκὶς;
3576	CROCINUM	κρόκινον
3577	CROCODES	κρ, ικιὺδης
3578	CROCODILUS	κροκὸδειλος
3579	CROCOMAGMA	κροκὸμαγμα
3580	CROCOPHANTOS	αροκοφαντὸς, κροκοφαντίον
3581	CROCUS	κρόκος, κρόκον
3582	CROMM	κρομμνοξυρε, γμία
3583	CRONOS	κρό, ος
3584	CROTALISTRIA	
3585	CROTAPHI	κρόταφοι
3586	CROTAPHITAE	κροταφίτημ
3587	CROTON	κρότων
3588	CROTONE	κροτά
3589	CRUCIALIS	
3590	CRUCIATUS	πόνος, λυπηρός, ἄλγος, σφοδρόστατονό
3591	CRUCIBULUM	
3592	CRUCIUMVINUM	
3593	CRUCUS	
3594	CRUDITAS	ώμὸτης, ένωμος
3595	CRUDIVORUS	ώμοφάγος
3596	CRUENTUS	ἀιμμτάδης, ἀιμμτηρός
3597	CRUMA	κροῦμα
3598	CRUNION	
3599	CRUOR	
3600	CRURALIS	
3601	CRUREUS	
3602	CRUS	σκέλος
3603	CRUSTA	πολύςημον
3604	CRUSTULA	
3605	CRUSTUMINATUM	κρουστουμίνατον
3606	CRUX	σταυρός
3607	CRYBDEN	κρύβδην
3608	CRYMODES	κρυμώόὴς
3609	CRYOS	κρύος
3610	CRYPHINA	αρύφινα
3611	CRYPTOS	κρυπστὸς
3612	CRYSORCHIS	κρνπόρχύς
3613	CRYSTALLINUS	κρνσταλλοειδὴς
3614	CRYSTALLISATIO	
3615	CRYSTALLUS	αρύσταλλος
3616	CTEDONES	κτηδυ'νες
3617	CTEIS	κτεὶς
3618	CTENOS	κτὴνος, ατηνιατρικὴ
3619	CTISIS	κτίσις, κτίζω
3620	CUBARIS	κνβαρὶς
3621	CUBATIO	κατὴκλισις
3622	CUBIFORMIS	κυβοειδὴς
3623	CUBIL	
3624	CUBILE	κοίτη
3625	CUBITUS	κύβιτος, πὴχυς
3626	CUBUS	κύβος
3627	CUCULATUM	
3628	CUCULLARIS	
3629	CUCULLUS	πιλὸς, πιλιὸν
3630	CUCULUS	κὸκκυξ
3631	CUCUPHA	
3632	CUCURBITA	σικνον, σικτά, σίηνς, σίκυνος, Α
3633	CUCURBITULA	
3634	CULATUM	
3635	CULBICIO	
3636	CULCITRA	ἐφἄπλωμμ
3637	CULEUS	κουλεὸς
3638	CULEX	κωἔωψ
3639	CULICULA	
3640	CULTER	μάχιαρα, μμχαίριον, μαχμιρι'ς
3641	CULTRIVORUS	μαχιοιριοφάγος
3642	CULUS	ἀρχοθρ, ἕδρα
3643	CUMANUS	
3644	CUMULATIM	ἀθρόινις
3645	CUNA	λίκνον, κοιτὶς
3646	CUNCTATIO	μέλλημα, μέλλησις
3647	CUNEALIS	
3648	CUNEATIO	σφήνοισις, κατὰ, σίφη
3649	CUNEIFORMIS	σφηνοειδὴς
3650	CUNEUS	σφην, σφηνεὺς, σφηνισκος
3651	CUNICULUS	κήνικλος, κουνικοῦς, δασύπους
3652	CUNNUS	τὸ, γνναικοῦιον
3653	CUOGOLO	
3654	CUPEDIUS	
3655	CUPELLA	
3656	CUPEROSA	
3657	CUPHOS	κοῦφος
3658	CUPIDITAS	ἐπιθύμία
3659	CUPRUM	χαλκὸς
3660	CURA	
3661	CURA	κουρά, κουρὴ
3662	CURALIUM	κουράλιον, κυράλλιον
3663	CURATORIA	θεραπευτικὴ
3664	CURCULIO	τρώξ, μίδα
3665	CURIOSITAS	
3666	CURMI	κοῦρμι
3667	CURSUS	δρίμος
3668	CURTUM	
3669	CURVAMEN	κύρτωαα, ἥβωμιι
3670	CURVUS	κνρτο'ς, σκολιὸς, γαντὴς, κυρτὸς
3671	CUSCUTA	
3672	CUSPIS	αιιχμὴ, ἄκρον
3673	CUSTODIA	φύλαξις, θλάφύλαξις, προφὺλαξις
3674	CUTACEUS	δερμάδης
3675	CUTAMBULI	
3676	CUTEUS	
3677	CUTICULA	ἐπιδερμίς, δερμίς
3678	CUTICULARIS	δερματῶδης
3679	CUTIO	
3680	CUTIS	δεῥμα
3681	CYAMUS	κύαμος, θρσκυάμὸν
3682	CYANUS	κύανος
3683	CYAR	κύαρ
3684	CYATHISCOS	κυάθισκος
3685	CYATHOS	κδαθος
3686	CYBITOS	κύβιτος
3687	CYBIUM	κυβιον
3688	CYBOIDES	κνβοειδὴς
3689	CYBOE	κὑβος
3690	CYCEON	αυκεών
3691	CYCIMA	
3692	CYCLISCUS	κύκλισκος
3693	CYCLOPION	κυκλώπιον
3694	CYCLOPS	κύκλωψ
3695	CYCLOS	κύκλος
3696	CYCNARION	κυκνάριον, ἄδηατον
3697	CYCNUS	αύκνος
3698	CYDAR	
3699	CYDONIATUM	
3700	CYEMA	κύηροα
3701	CYGNUS	κύκνος
3702	CYLICHNIS	κνλιχνὶς, κυλιχνη, αυλικι'ς, κυγχνὶς
3703	CYLINDRUS	κύλινδρος
3704	CYLLO	κυλλὸς
3705	CYLLOS	αυλλὸς, κύλλωσις
3706	CYMA	κύμα, κυδημα
3707	CYMATODES	κυμαπόδης
3708	CYMBALARIS	
3709	CYMBIFORME	σκαφορεδες
3710	CYNANCHE	κννάγχιι
3711	CYNANTHROPIA	κυνανθρωτάα
3712	CYNCHNIS	κνγχνὶς
3713	CYNICUS	αννικὸς
3714	CYNIPHES	
3715	CYNNABAR	
3716	CYNNIA	
3717	CYNOCEPHALUS	κυνοκέφαλος
3718	CYNODECTOS	αυνόδηκτος
3719	CYNODES	κυνώδης
3720	CYNODESMION	κυνοδε'σμιον
3721	CYNODONTES	κυνοδὸνπς
3722	CYNOLOPHOI	κννόλοφοι
3723	CYNOLYSSA	κννόλυασα
3724	CYNORAISTAE	κννοραιπὴ
3725	CYNOREXIA	κννορεξτά
3726	CYON	κύων
3727	CYOPHORIA	κνοφορία
3728	CYPHI	κῦφι
3729	CYPHOS	κῦφος, αύφωσις
3730	CYPRINUM	κύπρινο
3731	CYPRINUS	κνπρῖνος
3732	CYPRIUM	μελαν, τὸ, κύπριον
3733	CYPSELE	κυψέλη, κυψελις
3734	CYRAENIA	
3735	CYRCANAO	κυρκανάω
3736	CYREBIA	κνρήβια, ἄχυρα
3737	CYRENAICUS	κυρηναικὸς
3738	CYREO	αυρέω
3739	CYRIACUS	κνριακὸς
3740	CYRIOS	κύριοςι
3741	CYRTOIDES	κνρτοειδὴς
3742	CYRTOMA	κδρτωμα, κύρτωσις, κύφωσις
3743	CYSOS	κντὴς, κύασσαρος, ἀρχὸς
3744	CYSTEOLITHOS	κνστοόλιθος
3745	CYSTHEPATICUS	κνσθηποιτικὸς
3746	CYSTICAE	
3747	CYSTICUS	κνστικὸς
3748	CYSTIS	κύστις
3749	CYTHION	κύθιον, τέφριον
3750	CYZICENUS	κνζικηνὸς
3751	D	
3752	D	
3753	DACETON	δακετὸν, δακετὰ, θηρία
3754	DACNO	δαθρνω
3755	DACRYGELOS	δακρνγέλως
3756	DACRYODES	δακρνώδης
3757	DACRYON	δακρυον
3758	DACRYOPOEOS	δακρνοποιὸς
3759	DACTYLETHRA	δακτολδῆρα, δακτολίθρα
3760	DACTYLIOS	δακτέλιος
3761	DACTYLODOCHME	δακτολρδοχμη
3762	DACTYLOS	δαθετυλος
3763	DACTYLOTHECE	δακτολαθῆκη
3764	DAEDALUS	
3765	DAEOION	δαιδίήν
3766	DAEMON	δαίμων, μέσσν
3767	DAEMONIS	
3768	DAES	δαὶς, Λτὸς
3769	DAETIS	δαιτὶς
3770	DALNI	
3771	DAMA	
3772	DAMNOSUS	ἀσύμβοροςι, βλαβερός
3773	DAMNUM	βλάβη
3774	DAPHNELAEON	δαφνέλαμορ
3775	DAPHNIA	δαφντά
3776	DARATOS	δαρατος, ἄζύμος
3777	DARIADESTUS	
3778	DARSIS	δα'ρσις
3779	DARTA	
3780	DARTUS	δα'ρτος
3781	DAS	δαθρ, δαὶς
3782	DASYMMA	δα'συμμα, τράχωμα
3783	DASYPUS	δασύπους
3784	DASYS	δασιτὸ
3785	DAURA	
3786	DEACUMINATA	ἀπω'ξη
3787	DEALBATIO	λευκοσμὸς, λευἀωσις
3788	DEAMBULATIO	περίπατος
3789	DEARGENTATIO	ἀρχύρωσις
3790	DEARTICULATIO	διάρθρωσις
3791	DEAURATIO	χρύσωσις
3792	DEBILIS	ἀοέβαμος, βληχρὸς, ἀσθενὴς
3793	DEBITUM	
3794	DEBUS	
3795	DECAMYRON	δεκάμνρον
3796	DECANTATIO	κατὰχυσις
3797	DECANUS	δεκανὸς
3798	DECATORTHOMA	δεκατδρθύμα
3799	DECENS	τὸ, δε'ον
3800	DECERNO	κρίνω
3801	DECIDENTIA	κανκπτωσις, μετάπτωσις
3802	DECIDUUS	
3803	DECLARATIO	ἐρμήνεια, ἐξήγασις
3804	DECLINATIO	παρακμὴ
3805	DECLIVIS	καταῥῥοπος, καταῥρόπιή
3806	DECOCTIO	ηψησις, ἅφεψις
3807	DECOCTUM	ἀρνύζύμα, ἕψημα, άφηψπθε'ν
3808	DECOLLATUS	ἀτράγωλος
3809	DECOLOR	ννχροος, ἄχροια
3810	DECOMPOSITUM	
3811	DECORATIO	κόσμος
3812	DECORTICO	λέπω
3813	DECOSTIS	ἄπλευρος
3814	DECREMENTUM	παρακμὴ
3815	DECREPITATIO	
3816	DECREPITUS	ἐχαπγέρων, παρήλιξ
3817	DECRESCENS	παρακμαστικὸς
3818	DECRETORIUS	κρίσιμος, κριτικὸς
3819	DECRUS	ἀσκελὴς
3820	DECUBITUS	κατάκλισις
3821	DECURSUS	ἀποδρομὴ
3822	DECURTATUS	μει'ουρος, μειουρίζων, μύουρος
3823	DECUSSATIO	χιασμὸς
3824	DECUSSIO	χνέυις, χβτρρία
3825	DEDUCO	κατάγω
3826	DEFECTIO	
3827	DEFECTUS	ἔνδεια, ἐνδείς, ἔλλειψις, ἐλλιπε'ς}
3828	DEFENSIO	ἀπολογία
3829	DEFENSIVUM	ἀπὸκρουστικὰ
3830	DEFERENTIA	
3831	DEFERVESCO	ἀποζεινι
3832	DEFICIO	ἐκλάπιει, ἀπαυδα'ω, ἐλλειπά
3833	DEFINITIO	ἥρος, ὀρισμὸς
3834	DEFIXUS	
3835	DEFLAGRATIO	ἐπιφλόγεσμα
3836	DEFLOROR	ἀποπαρθενέυομαι
3837	DEFLUVIUM	ἀπὸῥῥοὴ
3838	DEFLUXIO	κάταῥῥος
3839	DEFORMITAS	τὰχος, ἀειδη'ς
3840	DEFRENS	θερισμὸς, ἄρουρα, ἐρεικεἰν
3841	DEFRUTUM	ἕψημα, σίραμον
3842	DEFUNCTUS	θύνιὸν, πίνηκἀς
3843	DEGENERATIO	νόθευσις, νοθεἔα
3844	DEGLUTITIO	κατάπι, σις
3845	DEGMOS	δηγμὸς
3846	DEI	δεῖ
3847	DEICTICOS	δεικτικός
3848	DEIDIZOMAE	δειδίζομαι, δειδίασσομαι;, διδίσὲομαι
3849	DEJECTIO	ψισχω'ρημκ
3850	DEJECTORIUM	κατωπρίκὸν
3851	DEILE	δείκη
3852	DEILOS	δειλὸς
3853	DEIMA	δεἕμα
3854	DEINOS	δεινός
3855	DEINOSIS	δείνωσις
3856	DEIPNON	δεῖπνον
3857	DEIRE	δειρὴ
3858	DEITAS	θειότης
3859	DELACHRYMATIVUS	ἀποδακρντικὸς
3860	DELAPSIO	ἔκπτωσις
3861	DELATIO	
3862	DELECTATIO	ἡδονὴ, τὸ, ήδεσθαι
3863	DELESIS	δὴλησις, λώβωσις, φθορά
3864	DELETERIOS	δηλητὴριος
3865	DELICTUM	α'μαρτημα, άααρτας, ἀμαρτια, πάαρπνλτά
3866	DELIGATIO	ἐπίδεσις
3867	DELIQUIUM	
3868	DELIRAMENTUM	φλεδο'ν
3869	DELIRIUM	παραφροσάνη, παρακοπὴ
3870	DELITIAE	τρυφὴ
3871	DELOO	δηλόω
3872	DELPHAX	δε'λφαξ, δελφν'ας
3873	DELPHINUS	δελφὶν
3874	DELPHUS	
3875	DELPHYS	δελφὺς, μήτρα
3876	DELTA	
3877	DELTICUS	
3878	DELTOIDES	δελτοειδὴς
3879	DELUMBATUS	
3880	DEMADESCO	καθύχοκά'νω
3881	DEMANUS	ἄχειρ
3882	DEMAS	δεγέας
3883	DEMENTIA	ἄνοια, παράνοια
3884	DEMERSIO	καταποντισμὸς
3885	DEMETRIOS	δημήτριος
3886	DEMITTO	καταβάλλω, καθδημι, κατάβλημα
3887	DEMIURGIA	δήμιουργέα
3888	DEMONSTRATIO	ἀπὸδυιξις
3889	DEMORSUS	δῆξις
3890	DEMOS	
3891	DEMOTIVUS	
3892	DEMULCEO	παρηγορέω
3893	DEMUSCULATUM	ἄμυον
3894	DENARIUS	
3895	DENERVATIO	ἀπωνέυρωσις
3896	DENIGRATIO	μελασμὸς, μέλασμα
3897	DBNODATIO	
3898	DENS	ὀδο'ν, ὀδοὺς
3899	DENSITAS	πνκνότης, πυκνὸς
3900	DENTAGRA	όδοντάγρα
3901	DENTALIS	
3902	DENTALIUM	
3903	DENTARIUS	ὀδοντικὸς
3904	DENTARPAGA	
3905	DENTES	συ, όδον, συνόδους
3906	DENTES	
3907	DENTIDUCUM	ὀδονταγωγέν
3908	DENTIFRICIUM	ὀδαπάριμμα
3909	DENTIO	ὀδο, τοφυέω, μνλιάω
3910	DENTISCALPIUM	ὸδοντὸγλυφον
3911	DENUDATIO	χύμνωσις
3912	DEO	δεω, λύω
3913	DEOBSTRUENS	ἀναςομωτικὸς, ἐκφρεοκτικὸς
3914	DEON	δεόν, δεῖ
3915	DEOPPILANTIA	
3916	DEORSUM	κατὰ
3917	DEPASCENS	νβμώδης
3918	DEPELLO	καταναγκὰζω
3919	DEPERDITIO	ἀποφθρρά
3920	DEPHLEGMATIO	
3921	DEPILATIO	μα'δησις, ψιλωτις
3922	DEPILATORIUM	ψι'λωθρον
3923	UEPILIS	ἄθριξ, μαδαρός, περιμα'δαρος, μαδαρός, περιμαδαρ
3924	DEPLORATUS	ἀνέλπιστος, κεκρατημττν
3925	DEPLUMATIO	πτίλωσις
3926	DEPONO	ἀποτίθῆμι
3927	DEPORRIGO	λούρέγω
3928	DEPREHENSIO	κατάληψις
3929	DEPRESSIO	ἔνφλασις
3930	DEPRESSUS	ταπεινὸς
3931	DEPSO	δε'ψω
3932	DEPURATIO	καθύρισμοθρ
3933	DERAS	δερας
3934	DERBIA	
