cote	entry	grec
_27898	Jambul	
_27898	Jamnicza	
_27898	Japaconine	
_27898	Japaconitine	
_27898	Jaraba	
_27898	Jardin	
_27898	Jarrousset	
_27898	Jarvis	
_27898	Jastrzemb	
_27898	Jaszcrorowka	
_27898	Jaune	
_27898	Jaxtfeld	
_27898	Jeffersonia	
_27898	Jéjuno-iléum	
_27898	Jenatz	
_27898	Jendrassik	
_27898	Jennérien	
_27898	Jenzat	
_27898	Jéquirity	
_27898	Jeu	
_27898	Joffroy	
_27898	Johanensberg	
_27898	Johannisbad	
_27898	Johnsons Springs	
_27898	Jolly	
_27898	Jonnesco	
_27898	Jonquille	
_27898	Joos	
_27898	Jouhe	
_27898	Jugeoline	
_27898	Juliushall-Hartzburg	
_27898	Juré	
_27898	Jury	
_27898	Kabbale	
_27898	Kahler	
_27898	Kaiapha	
_27898	Kaïnça	
_27898	Kairine	
_27898	Kaizenbad	
_27898	Kakodylique	
_27898	Kaladana	
_27898	Kala-jira	
_27898	Kalmia	
_27898	Kanitz	
_27898	Kaolin	
_27898	Kaposi	
_27898	Karlsbad	
_27898	Karlsdorfer, Sauerbrunn	
_27898	Karyokinèse	
_27898	Kawine	
_27898	Kéfir	
_27898	Kelly	
_27898	Kelotomie	
_27898	Kemmern	
_27898	Kemoun	
_27898	Kénophobie	
_27898	Képhir, Képhyr	
_27898	Keratocone	
_27898	Keratodermie	
_27898	Kératoglobe	
_27898	Kératolytique	
_27898	Keratome	
_27898	Kératoplastie	
_27898	Atoplastique	
_27898	Kératoscopie	
_27898	Kératosis	
_27898	Kérion	
_27898	Kerkring	
_27898	Kermesite	
_27898	Kernig	
_27898	Khaya	
_27898	Kif	
_27898	Kilogramme	
_27898	Kinase	
_27898	Kinétoplasma	
_27898	Kinoplasma	
_27898	Kinotannique	
_27898	Kis-Czeg, Kis-Kalan	
_27898	Kislovodsk	
_27898	Kissingen	
_27898	Kittrel, Springs	
_27898	Klausen	
_27898	Klebs	
_27898	Klinocéphalie	
_27898	Klippel	
_27898	Klockos	
_27898	Klosters	
_27898	Klumpke	
_27898	Knutwyl	
_27898	Koch	
_27898	Kochel	
_27898	Kocher	
_27898	Kolah	
_27898	Kölliker	
_27898	Königswart	
_27898	Koplik	
_27898	Korytnica	
_27898	Ko-sam	
_27898	Kosen	
_27898	Kostreinitz	
_27898	Köstritz	
_27898	Kovazna	
_27898	Kramerie	
_27898	Krankenheil	
_27898	Kraske	
_27898	Kraurosis	
_27898	Krause	
_27898	Kreosote	
_27898	Kreuth	
_27898	Kreutznach	
_27898	Kreysig	
_27898	Krishaber	
_27898	Krondorf	
_27898	Krönlein	
_27898	Kronthal, Soden	
_27898	Krynica	
_27898	Krzeszowice	
_27898	Kubisagari	
_27898	Kueni	
_27898	Kussmaul	
_27898	Kutérine	
_27898	Kwoso	
_27898	Kyllene	
_27898	Kyllingia	
_27898	Kythnos	
_27898	Lab, Lab-ferment	
_27898	La Baraquette	
_27898	Labassère	
_27898	La Bastide	
_27898	La Bauche	
_27898	Labestz-Biscaye	
_27898	Labile	
_27898	Labimètre, Labidomètre	
_27898	Labio-glosso-laryngé	
_27898	La Bourboule	
_27898	Laburnine	
_27898	La Caille	
_27898	La Caune	
_27898	Lachaldette	
_27898	Lactaire	
_27898	Lactalbumine	
_27898	Lactobutyromètre	
_27898	Lactoglobuline	
_27898	Lactophenine	
_27898	Lacto-phosphate	
_27898	Lactosurie	
_27898	Lac-Villers	
_27898	Ladre	
_27898	Laënnec	
_27898	Laer	
_27898	La Ferrière	
_27898	La Gadinière	
_27898	Lagenaria	
_27898	Lagerstrœmie	
_27898	Lagophtalmie	
_27898	La Herse	
_27898	Laid	
_27898	Laifour	
_27898	Laitiat	
_27898	Lalenk	
_27898	La Liche	
_27898	Lalopathie	
_27898	Lamalou	
_27898	Lambda	
_27898	Lamblia	
_27898	Lamina fusca	
_27898	Laminectomie	
_27898	Lamotte-les-Bains	
_27898	La Mouillère-Besançon	
_27898	Lampsheid	
_27898	Landeck	
_27898	Landette	
_27898	Landouzy	
_27898	Landré-Beauvais	
_27898	Landry (J-B.-Octave)	
_27898	Langenau	
_27898	Langenau-Nieder	
_27898	Langenbeck	
_27898	Langenbrücken	
_27898	Lannaskède	
_27898	Lannelongue	
_27898	Lanoline	
_27898	Lanthanine	
_27898	La Paute	
_27898	La Preste	
_27898	La Puda	
_27898	Laqué	
_27898	Lardacé	
_27898	La Revaute	
_27898	La Roche-Cardon	
_27898	La Roche-Posay	
_27898	Laryngectomie	
_27898	Laryngism	
_27898	Laryngocèle	
_27898	Laryngo-fantôme	
_27898	Laryngo-fissure	
_27898	Laryngologue	
_27898	Laryngopathie	
_27898	Laryngoplégie	
_27898	Laryngopuncture	
_27898	Laryngorragie	
_27898	Laryngo-trachéal	
_27898	La Saulce	
_27898	La Saxe	
_27898	Lasègue	
_27898	Laserpitine	
_27898	Laszina	
_27898	Latérocèle	
_27898	Latéroposition	
_27898	Latéropulsion	
_27898	La Terrasse	
_27898	Lathyrine	
_27898	Lathyrisme	
_27898	Lathyrus	
_27898	Latitude	
_27898	La Trollière	
_27898	Lauchstadt	
_27898	Laudanine	
_27898	Laudanosine	
_27898	Laugier	
_27898	Laurelique	
_27898	Laurenzenbad	
_27898	Laureole	
_27898	Lautaret	
_27898	Laval	
_27898	Lavalière	
_27898	Laveran	
_27898	Laverania	
_27898	Lavey	
_27898	La Veyrasse	
_27898	Lawsonia	
_27898	Laxatifs	
_27898	Lazlo-Hunyadi	
_27898	Leamington	
_27898	Le Boulou	
_27898	Lécanora	
_27898	Lecanorine	
_27898	Legat	
_27898	Leccia	
_27898	Lécithe	
_27898	Lecithode	
_27898	Lecrol	
_27898	Ledesma	
_27898	Léditannique	
_27898	Lédon	
_27898	Lééa	
_27898	Lee, Springs	
_27898	Legal	
_27898	Legumine	
_27898	Léiomyome	
_27898	Léiopode	
_27898	Léiotriques	
_27898	Leissengen	
_27898	Lemna	
_27898	Lenk, Lalenk	
_27898	Lenticône	
_27898	Leontice	
_27898	Leontodon	
_27898	Lépidium	
_27898	Le Plan	
_27898	Lépothrix	
_27898	Leprome	
_27898	Leptandre	
_27898	Leptandrine, Leptandrin	
_27898	Leptoméningite	
_27898	Leptorrhinie	
_27898	Lès	
_27898	Les Roches	
_27898	Létiévant	
_27898	Leucamique	
_27898	Leuco-angéite	
_27898	Leucocytaire	
_27898	Leucocytémie, Lucémie, Leukémie	
_27898	Leucocytémique	
_27898	Leucocytolyse, Leucolyse	
_27898	Leucocytométrie	
_27898	Leucodermie	
_27898	Leucolyse	
_27898	Leucomaïne	
_27898	Leucomatose	
_27898	Leucomyélite	
_27898	Leucopénie	
_27898	Leucopénique	
_27898	Leucoplasie	
_27898	Leucorragie	
_27898	Leucorrhoïque	
_27898	Leustetten	
_27898	Levana	
_27898	Levee	
_27898	Levern	
_27898	Levico	
_27898	Lév, Uline	
_27898	Lévulosurie	
_27898	Lévulosurique	
_27898	Leyden	
_27898	Leydig	
_27898	Leysin	
_27898	Liantral	
_27898	Liatbis	
_27898	Lichénification	
_27898	Lichenstéarique	
_27898	Lichtheim	
_27898	Licuana	
_27898	Lidja	
_27898	Liebau	
_27898	Lieben	
_27898	Liebenstein	
_27898	Liebenzell	
_27898	Lieberkühn	
_27898	Liebwerda	
_27898	Liénal	
_27898	Liencéphale	
_27898	Liergamès	
_27898	Lignine	
_27898	Limanothérapie	
_27898	Limans	
_27898	Lime	
_27898	Limette	
_27898	Limnatis	
_27898	Limpach	
_27898	Linarès	
_27898	Linguatulides	
_27898	Linite, Linitis	
_27898	Linee	
_27898	Lint	
_27898	Lintzi	
_27898	Liomyome	
_27898	Lipari	
_27898	Liparis	
_27898	Liparosquirre	
_27898	Lipase	
_27898	Lipemie	
_27898	Lipetzk, Liepietzk	
_27898	Lipocèle	
_27898	Lipochrome	
_27898	Lipocz	
_27898	Lipolyse	
_27898	Lipomatose	
_27898	Lippa	
_27898	Lippik	
_27898	Lippspringe	
_27898	Lipurie	
_27898	Liquor	
_27898	Liriodendron	
_27898	Lisbonne	
_27898	Lisfranc	
_27898	Lisianthus	
_27898	Lissauer	
_27898	Lissencephale	
_27898	Lister	
_27898	Lithenate	
_27898	Litholapaxie	
_27898	Lithospermum	
_27898	Little	
_27898	Livedo	
_27898	Livorno	
_27898	Llandrindod Wells	
_27898	Llo	
_27898	Lobau	
_27898	Lobenstein	
_27898	Lobopode	
_27898	Lobstein	
_27898	Locarno	
_27898	Lochbad, Lochbachbad	
_27898	Lochiorragie	
_27898	Lochli	
_27898	Lodosa	
_27898	Loèche	
_27898	Lœffler	
_27898	Logoplégie	
_27898	Logorrhée	
_27898	Logospasme	
_27898	Loïmique	
_27898	Loka	
_27898	Lombo-huméral	
_27898	Lombricoïde	
_27898	Longitude	
_27898	Lons-le-Saunier	
_27898	Loreta	
_27898	Loretine	
_27898	Lorgnette	
_27898	Losdorf	
_27898	Los Hervideros del Emperador	
_27898	Lotophages	
_27898	Lotus	
_27898	Louèche-les-Bains, Loèche	
_27898	Louis	
_27898	Louis	
_27898	Loujo, Latoja	
_27898	Loutvaki	
_27898	Louvaines	
_27898	Lovette	
_27898	Lowenbachli	
_27898	Lu	
_27898	Lubien	
_27898	Lucainera de las Torres	
_27898	Lucane	
_27898	Lucerne	
_27898	Luchon, Bagnères-de-Luchon	
_27898	Lucidité	
_27898	Lucques	
_27898	Lucsky	
_27898	Lucuma	
_27898	Ludwig	
_27898	Ludwig	
_27898	Ludwigia	
_27898	Ludwgsbrunnen	
_27898	Luffa	
_27898	Lugano	
_27898	Lugo	
_27898	Lugol	
_27898	Luhaschowitz	
_27898	Luminosité	
_27898	Lund	
_27898	Lunehurg	
_27898	Luridite	
_27898	Luschka	
_27898	Lusciosité	
_27898	Lustgarten	
_27898	Lutéine	
_27898	Lutéique	
_27898	Luter	
_27898	Luterswyll	
_27898	Luthern	
_27898	Luxeuil	
_27898	Lycée	
_27898	Lycétol	
_27898	Lycine	
_27898	Lycium	
_27898	Lycoctonine	
_27898	Lycope	
_27898	Lycoperdon	
_27898	Lycopine	
_27898	Lygosine	
_27898	Lymphadénie, Lymphadénisme	
_27898	Lymphagogue	
_27898	Lymphangiectode	
_27898	Lymphangioma	
_27898	Lymphocyte	
_27898	Lymphogène	
_27898	Lymphorragie	
_27898	Lymphosarcome	
_27898	Lynggde	
_27898	Lysidine	
_27898	Lysoforme	
_27898	Lysol	
_27898	Lyssophobie	
_27898	Lythrum	
_27898	Mac Burney	
_27898	Macène	
_27898	Macerato	
_27898	Mac Ewen (William)	
_27898	Machure	
_27898	Mackintosh	
_27898	Mackwiller	
_27898	Macolin	
_27898	Mâcon	
_27898	Macrochilie	
_27898	Macrocytase	
_27898	Macromère	
_27898	Macrophage	
_27898	Macropie, Macropsie	
_27898	Macropsie	
_27898	Macrostomie	
_27898	Macula	
_27898	Madère	
_27898	Madison Springs	
_27898	Madona, Papiona	
_27898	Madura	
_27898	Magendie	
_27898	Magitot	
_27898	Magnac	
_27898	Magnétite	
_27898	Magnétothérapie	
_27898	Magnoline	
_27898	Maguey	
_27898	Magyar-Stentz-Lazlo	
_27898	Maialine	
_27898	Maillet	
_27898	Maine	
_27898	Maisonneuve	
_27898	Makear, Makker	
_27898	Malacia, Malacie	
_27898	Malacine	
_27898	Malaga	
_27898	Malaha	
_27898	Malamide	
_27898	Malamidique	
_27898	Malarine	
_27898	Malassez	
_27898	Malconformation	
_27898	Maléfice	
_27898	Maléine	
_27898	Maléon	
_27898	Malgaigne	
_27898	Malléaire	
_27898	Malléatoire	
_27898	Malléine	
_27898	Malleomyce	
_27898	Mallow	
_27898	Malmédy	
_27898	Maloja	
_27898	Malou	
_27898	Malte	
_27898	Malvern	
_27898	Mamakai	
_27898	Mamilloplastie	
_27898	Mancône	
_27898	Mangostine	
_27898	Manicqme	
_27898	Aniguette	
_27898	Mannkopf	
_27898	Manométrique	
_27898	Manufacture	
_27898	Maquignon	
_27898	Marcgravia	
_27898	Marchantie	
_27898	Marckwald	
_27898	Marcols	
_27898	Maremmatique	
_27898	Marey	
_27898	Marie	
_27898	Marie	
_27898	Marie	
_27898	Marienbad	
_27898	Marienfelds	
_27898	Marimont	
_27898	Marin	
_27898	Marlioz	
_27898	Marmolejo	
_27898	Marrubine	
_27898	Marsching	
_27898	Marshall Hall	
_27898	Marsupialisation	
_27898	Martial	
_27898	Martigné-Briant	
_27898	Martigny-les-Bains	
_27898	Martinecz	
_27898	Martinique	
_27898	Martos	
_27898	Martres-de-Veyre	
_27898	Marwedel	
_27898	Maska	
_27898	Masochisme	
_27898	Massaneta-Springs	
_27898	Massothérapie	
_27898	Masticateur	
_27898	Mastopexie	
_27898	Mastzelle	
_27898	Mathias	
_27898	Mathieu	
_27898	Matlocb	
_27898	Mattéréi	
_27898	Mattigbad	
_27898	Mattighofen	
_27898	Maturatifs	
_27898	Mauer	
_27898	Mauriceau	
_27898	Mauritia	
_27898	Mauthner	
_27898	Mayens de Sion (Les)	
_27898	Mayor	
_27898	Mayres	
_27898	Mécanothérapie	
_27898	Méchloïque	
_27898	Mécistocéphale	
_27898	Méconarcéine	
_27898	Méconidine	
_27898	Médague	
_27898	Médègle	
_27898	Medewi	
_27898	Médiastinal	
_27898	Médicago	
_27898	Medico	
_27898	Médine	
_27898	Médio-palatin	
_27898	Mégacaryocyte	
_27898	Mégacôlon	
_27898	Mégalocéphalie	
_27898	Mégalogastrie	
_27898	Mégalophtalmie	
_27898	Mégascope	
_27898	Mehadia	
_27898	Méhu	
_27898	Meinberg	
_27898	Meiopragie	
_27898	Meissner	
_27898	Mélaleuque	
_27898	Mélampyrisme	
_27898	Melangeur	
_27898	Mélanochroïque	
_27898	Mélanthine	
_27898	Mélastome	
_27898	Meleda	
_27898	Mélèse	
_27898	Melézitose	
_27898	Méli	
_27898	Melia	
_27898	Mélianthe	
_27898	Mélilotique	
_27898	Mélimélum	
_27898	Mélithyperurie	
_27898	Mélitte	
_27898	Melksham	
_27898	Mélothria	
_27898	Meltingen	
_27898	Membranine	
_27898	Ménière	
_27898	Méningisme	
_27898	Meningitjque	
_27898	Meningocèle	
_27898	Meningocoque	
_27898	Méningo-myélite	
_27898	Méningopathie	
_27898	Méningorragie	
_27898	Ménisperme	
_27898	Ménorragie	
_27898	Menthoforme	
_27898	Menthol	
_27898	Mentholique	
_27898	Menthophénol	
_27898	Menton	
_27898	Méralgie	
_27898	Méran	
_27898	Mercuriol	
_27898	Mergentheim-Karlsbad	
_27898	Méridien	
_27898	Méroblastique	
_27898	Mérocrine	
_27898	Mers-el-Kébir	
_27898	Mésartère	
_27898	Mésartérite	
_27898	Mésaticéphale	
_27898	Mésembryantheme	
_27898	Mésenchymateux	
_27898	Mésenchyme	
_27898	Mésoblaste	
_27898	Mésocarde	
_27898	Mesocæcum	
_27898	Mésocondriaque	
_27898	Mesoderme	
_27898	Mésoéphjjdyme	
_27898	Mésogastrique	
_27898	Mesologique	
_27898	Mésonéphros	
_27898	Mésoneurite	
_27898	Mésorrhinien	
_27898	Mésotendon	
_27898	Mésoventricule	
_27898	Mésozoaire	
_27898	Messena	
_27898	Mesure	
_27898	Métablastula	
_27898	Métachloral	
_27898	Métagastrula	
_27898	Metagenese	
_27898	Métalbumine	
_27898	Métallophobie	
_27898	Métalloscopie	
_27898	Métamère, Métamérique	
_27898	Métanéphros	
_27898	Métaphosphate	
_27898	Métaplasie	
_27898	Métaplasique	
_27898	Métatarsalgi	
_27898	Métatopie	
_27898	Métatrophique	
_27898	Métavanadate	
_27898	Métazoaire	
_27898	Metchnikoff	
_27898	Meteljn	
_27898	Méthacétine	
_27898	Méthana	
_27898	Méthane	
_27898	Méthodiques	
_27898	Méthodistes	
_27898	Méthylacétanilide	
_27898	Méthylamine	
_27898	Méthylammoniaque	
_27898	Méthylbromhydrique	
_27898	Méthylchlorhydrique	
_27898	Méthyliodhydrique	
_27898	Méthylmorphine	
_27898	Méthylquinine	
_27898	Métopique	
_27898	Métrhémorroïdes	
_27898	Métrocyte	
_27898	Métro-élytrorraphie	
_27898	Métrorragie	
_27898	Wétroxyle, Métroxylon	
_27898	Meung-sur-Loire	
_27898	Meynert	
_27898	Meynet	
_27898	Mézières	
_27898	Micelle	
_27898	Microbe	
_27898	Microbie, Microbiologie	
_27898	Microbien	
_27898	Microbisme	
_27898	Microcalorie	
_27898	Microcaulie	
_27898	Microcidine	
_27898	Microcoque	
_27898	Microcytase	
_27898	Microcyte	
_27898	Microcytémie	
_27898	Microdontisme	
_27898	Micrognathie	
_27898	Microgyrie	
_27898	Micrologie	
_27898	Micromélie	
_27898	Micromère	
_27898	Micromérologie	
_27898	Micron	
_27898	Microorganisme	
_27898	Microphage	
_27898	Microphtalme	
_27898	Microphtalmie	
_27898	Micropie, Micropsie	
_27898	Micropolyadénopathie	
_27898	Microrchide	
_27898	Michorchidie	
_27898	Microsome	
_27898	Microspectroscope	
_27898	Microsphygmie	
_27898	Microsthésie	
_27898	Microstomie	
_27898	Microtome	
_27898	Microzoaires	
_27898	Miers	
_27898	Migrainine	
_27898	Migrateur	
_27898	Mikulicz	
_27898	Miliaire	
_27898	Millard	
_27898	Milliampère	
_27898	Milliampèremètre	
_27898	Milo	
_27898	Mimétisme	
_27898	Mimosa	
_27898	Mina-Nova	
_27898	Mindelheim	
_27898	Minderer	
_27898	Minerve	
_27898	Mingolsheim	
_27898	Minoratifs	
_27898	Miopragie	
_27898	Mirabello	
_27898	Mirabilis	
_27898	Miral	
_27898	Mirandella	
_27898	Mirobalan	
_27898	Misophobie	
_27898	Mistral	
_27898	Mitchell	
_27898	Mithridatisme	
_27898	Mitome	
_27898	Mitose	μίτος
_27898	Moching	
_27898	Mœbius	
_27898	Moeller	
_27898	Mofétisé	
_27898	Moffat	
_27898	Mogador	
_27898	Moggiona	
_27898	Mogostogie	
_27898	Moha	
_27898	Moingt	
_27898	Molar	
_27898	Molgas	
_27898	Molina	
_27898	Molitg	
_27898	Moment	
_27898	Momordicine	
_27898	Momordique	
_27898	Monaco	
_27898	Monaster	
_27898	Moncada, Reinah	
_27898	Monchique	
_27898	Mondation	
_27898	Mondon	
_27898	Mondorf	
_27898	Monére	
_27898	Monerien	
_27898	Monesia	
_27898	Monestier de Briançon (Le)	
_27898	Monestier de clermont (Le)	
_27898	Monfalcone	
_27898	Monilethrix	
_27898	Monobromhydrine	
_27898	Monobutyrine	
_27898	Monocéphaliens	
_27898	Monocéphalocyste	
_27898	Monochloracétique	
_27898	Monochlorhydrine	
_27898	Monocrâne	
_27898	Monocrote	
_27898	Monodermique	
_27898	Monogénisme	
_27898	Monomphaliens	
_27898	Mononucléaire	
_27898	Mononucléose	
_27898	Monophobie	
_27898	Monophtalme	
_27898	Monoplegie	
_27898	Monosomiens	
_27898	Monostome	
_27898	Monrepos	
_27898	Monsao	
_27898	Montafia	
_27898	Montbarri	
_27898	Montbrison	
_27898	Montbrun	
_27898	Montchanson	
_27898	Mont-Dore	
_27898	Wonte-Alceto	
_27898	Monte-Alfeo	
_27898	Monte-Calvario	
_27898	Montemayor	
_27898	Monte-Ortone	
_27898	Montlignon	
_27898	Mont-Louis	
_27898	Montmirail	
_27898	Montreux	
_27898	Montrond	
_27898	Moral	ηθικός
_27898	Morale	
_27898	Morax	
_27898	Morbo	
_27898	Morbus	
_27898	Morcellement	
_27898	Mordançage	
_27898	Mordancé	
_27898	Morel	
_27898	Morgins	
_27898	Morinda	
_27898	Morindine	
_27898	Moringa	
_27898	Morphiné	
_27898	Morphinisme	
_27898	Morphinomanie	
_27898	Morphologique	
_27898	Morrhuol	
_27898	Mortefontaine	
_27898	Morton	
_27898	Morula	
_27898	Moudang	
_27898	Mouillère	
_27898	Moulin	
_27898	Moura-les-Bains	
_27898	Mourisco, Lameira	
_27898	Mouroungue	
_27898	Moussage	
_27898	Mouzaia-les-Mines	
_27898	Moyrapuana	
_27898	Mucédine	
_27898	Mucinalbumose	
_27898	Mucoderme	
_27898	Mucoïde	
_27898	Mucoïde	
_27898	Mucoso-purulent	
_27898	Muco-sugre	
_27898	Muflier	
_27898	Muirapama	
_27898	Muire	
_27898	Mula	
_27898	Mules	
_27898	Muller	
_27898	Muller	
_27898	Muller	
_27898	Mungo	
_27898	Munjeet	
_27898	Munstersberg	
_27898	Muriforme	
_27898	Murphy	
_27898	Murraya	
_27898	Murrrayine	
_27898	Murren	
_27898	Musa	
_27898	Muscadier	
_27898	Muscari	
_27898	Muscularis mucosæ	
_27898	Musculeuse	
_27898	Musculo-membraneux	
_27898	Musculo-phrénique	
_27898	Musénine	
_27898	Musenna	
_27898	Musique	
_27898	Muskau	
_27898	Mussenna	
_27898	Musset	
_27898	Myalgie	
_27898	Myasthénie	
_27898	Myasthenique	
_27898	Mycéloïde	
_27898	Mycétome	
_27898	Mycétozoaire	
_27898	Mycodermothérapie	
_27898	Mycomycète	
_27898	Mycomyringite	
_27898	Mydaléine	
_27898	Mydatoxine, Mydine	
_27898	Myélasthénie	
_27898	Myélémie	
_27898	Myélocytémie, Myélocythémie	
_27898	Myélo-encéphalopathie	
_27898	Myélogéne	
_27898	Myéloïdine	
_27898	Myélokystique	
_27898	Myélomargarine	
_27898	Myélomère	
_27898	Myelopathie	
_27898	Myelosarcom	
_27898	Myiase, Myiasis	
_27898	Myléen	
_27898	Myoblaste	
_27898	Myocarde	
_27898	Myoclonie	
_27898	Myoctonique	
_27898	Myodème	
_27898	Myodiastasis	
_27898	Myographe	
_27898	Myohématine	
_27898	Myokimie	
_27898	Myolyse	
_27898	Myomectomie	
_27898	Myomère	
_27898	Myomotomie	
_27898	Myoœdeme	
_27898	Myopathie	
_27898	Myopathique	
_27898	Myophone	
_27898	Myopique	
_27898	Myoplasma	
_27898	Myoplastie	
_27898	Myosalgie	
_27898	Myosis	
_27898	Myospectroscope	
_27898	Myotexie	
_27898	Myotique	
_27898	Myotonie	
_27898	Myotonique	
_27898	Myriapodes	
_27898	Myrica	
_27898	Myricique	
_27898	Myringodectomie	
_27898	Myringomycose	
_27898	Myristica	
_27898	Myristique	
_27898	Myrole	
_27898	Myrospermine	
_27898	Myrospermum	
_27898	Myroxocarpine	
_27898	Myroxylum	
_27898	Myrrhine	
_27898	Myrrhol	
_27898	Myrtol	
_27898	Mystique	μυστικός
_27898	Mytilotoxine	
_27898	Myxagéne	
_27898	Myxochondrome	
_27898	Myxodermie	
_27898	Myxœdémateux	
_27898	Myxœdéme	
_27898	Myxogastres	
_27898	Nabias	
_27898	Aboth	
_27898	Nægele	
_27898	Næmatachographe	
_27898	Naphtalol	
_27898	Naphtol	
_27898	Naphtolate	
_27898	Naples	
_27898	Narcétine	
_27898	Narcolepsie	
_27898	Nardostachys	
_27898	Narthécine	
_27898	Narthécique	
_27898	Narthecium	
_27898	Nasitort	
_27898	Nasmyth	
_27898	Naso-lobaire	
_27898	Naso-oculaire	
_27898	Nataloïne	
_27898	Natiforme	
_27898	Natrium	
_27898	Natroïne	
_27898	Naturel	
_27898	Nauheim	
_27898	Navicules	
_27898	Nébouzat	
_27898	Nécrobiotique	
_27898	Nécf, Opathie	
_27898	Nécrophilie	
_27898	Nécroscopïe	
_27898	Nectaire (Saint-)	
_27898	Neisser	
_27898	Nélaton	
_27898	Némathelminthes	
_27898	Nématoblaste	
_27898	Nématodes	
_27898	Nenndorf	
_27898	Néovitalisme	
_27898	Nèpe	
_27898	Nepeta	
_27898	Néphogéne	
_27898	Nephrectomie	
_27898	Nephremphraxis	
_27898	Néphrhelminthique	
_27898	Nephrolysine	
_27898	Nephronévrose	
_27898	Nephropexie	
_27898	Nephrophlegmasie	
_27898	Nephroptose	
_27898	Néphrorragie	
_27898	Néphrorraphie	
_27898	Nephrostome	
_27898	Néphrothromboïde	
_27898	Néphrozymase	
_27898	Néris	
_27898	Nerium	
_27898	Nervi	
_27898	Nervico-tonique	
_27898	Nervo-tabes	
_27898	Neuenahr	
_27898	Neuhaus-Neustadt	
_27898	Neurasthénie	
_27898	Neurite	
_27898	Neuro-arthritisme	
_27898	Neuroblaste	
_27898	Neurodinf	
_27898	Neurofibromatose	
_27898	Neurofibrosarcomatose	
_27898	Neuro-lépride	
_27898	Neurologie	
_27898	Neurone	
_27898	Neuronophagie	
_27898	Neuro-papillite	
_27898	Neurotique	
_27898	Neurotome	
_27898	Neu-Schmecks	
_27898	Neutrophile	
_27898	Neuville-lès-la-Charité	
_27898	Neuville-sur-Saône	
_27898	Névralgique	
_27898	Névrilite	
_27898	Nevrilome	
_27898	Névrodermie	
_27898	Névrodermite	
_27898	Névroglique	
_27898	Névro-musculaire	
_27898	Nevropathique	
_27898	Nevrophonie	
_27898	Névrosthénique	
_27898	Névrotrophique	
_27898	New-London-Alum-Springs	
_27898	Neyrac	
_27898	Niaouli	
_27898	Nice	
_27898	Nicolaier	
_27898	Nicotinisme	
_27898	Nidation	
_27898	Niederbronn	
_27898	Niedernau	
_27898	Nirvanine	
_27898	Nisus formativus	
_27898	Nitratation	
_27898	Nitré	
_27898	Nitrobactérie	
_27898	Nitronaphtol	
_27898	Nocard	
_27898	Nocera-Umbra	
_27898	Nodal	
_27898	Nodosité	
_27898	Nointot	
_27898	Noir	
_27898	Noli-me-tangere	
_27898	Nona	
_27898	Noologique	
_27898	Noosthénique	
_27898	Nordrach	
_27898	Normoblaste	
_27898	Nosocriné, Nosocrisie	
_27898	Nosophtorie	
_27898	Nosopqétique	
_27898	Nosotoxicose	
_27898	Novelda	
_27898	Nucine	
_27898	Nucléinate	
_27898	Nucléine	
_27898	Nucléique	
_27898	Nucléo-albumine	
_27898	Nucléohiston	
_27898	Nucléose	
_27898	Numération	
_27898	Nummulaire	
_27898	Nutrose	
_27898	Nyctation, Nyctitation	
_27898	Nyctitant	
_27898	Nydelbad	
_27898	Nylander	
_27898	Nymphes	
_27898	Oakum	
_27898	Obermeier	
_27898	Obersalzbrunn	
_27898	Obitoire	
_27898	Objectif	
_27898	Obladec	
_27898	Obsession	
_27898	Obsolescence	
_27898	Obstipite	
_27898	Occipito-pariétal	
_27898	Ocean Springs	
_27898	Ochrodermie	
_27898	Ochronose	
_27898	Ochtiasis	
_27898	Odographe	
_27898	Odontoblaste	
_27898	Odontocie	
_27898	Odontorragie	
_27898	Œdématiné	
_27898	Œnomètre	
_27898	Œnothera	
_27898	Œrtel	
_27898	Œsophagocèle	
_27898	Œsophagomalacie	
_27898	Œsophagorragie	
_27898	Œsophagoscope	
_27898	Œsophagoscopie	
_27898	Œsophagostomie	
_27898	Œstrides	
_27898	Cethol	
_27898	Ofen	
_27898	Ogston	
_27898	Ohm	
_27898	Oïdiomycose	
_27898	Oioun Skouva, Frais-Vallon	
_27898	Olampl	
_27898	Oldenlandia	
_27898	Olea	
_27898	Oléo-calcaire	
_27898	Oléoricinate	
_27898	Olette	
_27898	Olfactomètre	
_27898	Olfactométrie	
_27898	Olighydramnios	
_27898	Oligiste	
_27898	Oligotrophie	
_27898	Oligurie	
_27898	Oliver	
_27898	Olympien	
_27898	Omarthrocace	
_27898	Omental	
_27898	Omentofixation	
_27898	Omocoty	
_27898	Omophagie	
_27898	Omotocie	
_27898	Omo-trachelien	
_27898	Omphalectomie	
_27898	Omphalier	
_27898	Omphalite	
_27898	Omphaloncie	
_27898	Ompkaloproptose	
_27898	Omphalorragie	
_27898	Omphalorrhee	
_27898	Omphal, Osite	
_27898	Omphalotome	
_27898	Omphalotribe	
_27898	Omphalotripsie	
_27898	Oncologie	
_27898	Oniomanie	
_27898	Onirique	
_27898	Onomatomanie	
_27898	Ononis	
_27898	Ontaneda, Alcedo	
_27898	Ontogénie	
_27898	Onychogène	
_27898	Onychographe	
_27898	Onychographie	
_27898	Onychogrypose	
_27898	Onychomycose, Onychomycosis	
_27898	Onychopathie	
_27898	Onychophagie	
